comment,coment_en
mantap,Excellent
tolong ditambah tuntunannya dengan perjanjian setalh bebas tidak boleh menghubungi apalagi mendekati dengan minimal jarak antar korban dan pelaku biasanya kalo diluar sana ada perjanjian pra bebas seperti itu kebayang ga sih gmna nanti klo bebasnya ga tobat semoga allah berii hidayah,"Please plus the guidance with the free Setalh agreement, not to contact let alone approach the minimum distance between the victims and the perpetrators usually if there is a pre -free agreement like that, imagine how come later if it's free, hopefully Allah is a hidayah"
bocil udah gede gil,Bocil already big gil
oh ini yang katanya anak mantan pejabat,oh this is what is said to be the son of a former official
kawal terus,keep up
kalo udah viral baru diproses ku jaksa pandeglang kacau,"if it's already a new viral processed, I am a pandeglang prosecutor"
tahun berasa kurang untuk hukuman pelaku kekerasan pemerkosaan hukuman yg pass itu hukuman seumur hidup,the year feels less for the punishment of the perpetrators of violence rape of the passing sentence is a life sentence
ketinggalan info,miss info
tambahin lg dong jangan tahun terlalu sebentar dengan apa yg di lakukan oleh si pelaku ke si korban,"Add again, don't be too long for what the perpetrator is doing to the victim"
bravo,Bravo
gasss,Gasss
wajib seumur hidup woyyyy,mandatory for life woyyyy
info nonyo ndas e min beh aq sing ndue adik cewek ketar ketir,Info on Nonyo Ndas E Min Beh Aq Sing Ndue Sister Sister Ketar Ketar
abisin di dalam sel gausah ngomong kemanusiaan kalau alurnya kaya gini,abisin in the cell do not bother talking humanity if the plot is like this
kasus apa ini,What case is this
podarkan podarkan podarkan kawal terus bang,"Podge, keep on going on the guard, bro"
sebelum sidang masuk sel kagak kaya yang lain kalau kagak serahin aja ke warga gak perlu nunggu sidang,"before the trial entered the other rich cells if you don't handle it to the residents, you don't need to wait for the trial"
semoga korban dapat keadilan pelaku dihukum sesuai dg kesalahannya terlepas anak siapapun dia bayangin kalo itu terjadi pada kita sebagai perempuan sungguh kamu kuat banget bisa bertahan selama tahun,Hopefully the victim can be justice for the perpetrators to be punished according to his mistakes regardless of the child whoever he imagined if it happened to us as women really you can be very strong to survive during the year
tahun kurang maksimal diakorban rusak segala galanya rusak msa depan marawah sebagai perempuan mental segala macem nah si setanpelaku ngejalanin hukuman cuma segitu sedangkan si korban gila gilaa belum lagi traumanya yg bakalan terus keinget,"The year less than the sacrifice of the sacrifice, everything is broken, it is broken, in front of the marawah as a mental woman, all of it is that the devil is the punishment, but the crazy victim is not yet the trauma who will continue to keep"
saya suka cara penyampaian anda bung anda keren,I like the way you deliver your cool man
alhamdulillah,Alhamdulillah
kok cuma hukuman uu ite hukuman pemerkosaan pemerasan dan kekerasannya gimana,how come it's only the punishment of the ITE Law on the rape of extortion and violence
gas laporkan semua hukumannya itumah udh jiwa pesikopat kalo dibiarin bakalan banyak korban nantinya belom lagi kalo dia nikah nasip istrinya bakal gimana sama cwe yg bukan siapa siapanya aja berani lakuin itu,"Gas Report all the punishment, the soul of the soul is piggling if left there will be a lot of victims later, if he marries his wife, what will be the same as CWE who is not who he dares to do that"
harusnya tersangka kena pasal berlapis ite penganiayaan teror pemerasan pemerkosaan,The suspect should have been subject to a layered article ITE Terror Extortion Rape
ini di tangkap nya di mana,where this is arrested
mana video nya min kirimin ya,"where is the video, min, send it"
semoga ada keadilan sakit rasanya ya allah meskipun saya bukan keluarga y,"I hope there is justice, it feels like it is God even though I am not a family y"
ya allah anak kadis bejat amat ya a miris,"O Allah, a child, a cadre, is very sad"
spill aja muka nya biar kami pada tau knapa foto pelaku di blur gmna masyarakat mau tau,"just spill the face so that we know why the perpetrators' photos are blurred, how do you want to know"
pelaku nya siapa min tsk nya,the perpetrators who are the min tsk
hililh kasus kyk gni gercep,hililh cases like gni gercep
pelajaran tuh buat ciwi udah taukan pacaran dilarang klo ada tanda bakal nganu mendingan ngehidar atau nolak,"The lesson for Ciwi has been dating, if there is a sign that it will be better to be identified or refuse"
mukanya jangan di blur,don't blur
kacau kacau di up terus baru di tangkap semoga tidak drama ya,"chaotic in the up and then arrested, hopefully not drama"
ngga usah diblur wajah pelakunya sekalian disebar seperti cara dia,no need to blur the face of the culprit as well as being spread like his way
telanjangi arak kliling alun pandeglang,Nude Arak Kliling Alun Pandeglang
ini bocah punya keluarga gak jahat banget otak n perilakunya,This boy has a family not really evil and his behavior
yaelah cil cara biar ga ditinggalin cewe nya receh bgt kaga berkelas cil cara nya udh ga kepake cim ini udah thn,"Yes, how come the way to leave the girl is not left by a dime, so it's not classy, ​​the way is not used, this is already"
bukan laki sejati,not a true man
lah dele maning gh bebas lamun ore kuh hukumane ringan preeeettt,Lah dele maning gh free seagrass ore kuh mild penalie prereeettt
kenapa selalu di blur sih,Why is it always blurred
semoga kita dijauhkan dari pasangan model beginian ya allah,"I hope we are kept away from this partner of this model, O Allah"
anak pejabat kelakuan laknat,the son of an adequate behavior official
biadab biadab itu pelaku kasihan si korban hukum seberat berat nya,savage savage is the perpetrators of pity the victims of the law are heavily heavy
kapan ecohome citra raya digrebek banyak pasangan mesummm,When when Ecohome Citra Raya is raided many perverted couples
ga bisa di harapkan dari provinsi tertinggal yg berbasis dinasty monarki ini,It can't be expected from this disadvantaged province based on this Dinasty Monarchy
serem amat sih,Very scary
gausah diblur kocak,no need to be hilarious
apakah dikebiri semoga saja di kebiri,Is it neute hopefully in the castration
ampunn aing,Ampunn Aing
ale kebanyakan makan tai lo,ale mostly eat tai lo
parah bener lu ya,You're really bad
heran bgt sama pandeglang wkwk,wonder so with Pandeglang wkwk
well played,well played
lawan jangan takut selagi di jalan kebenarangada yg di takuti di dunia ini mah ntah itu anak pejabat sekelas presiden pun lawan jika kita benar gausah takut sama manusia semua sama aja di mata allah,"opponents don't be afraid while in the way in the future, which is feared in this world, it's a child of an official in the same class, an opponent if we really don't bother to be afraid of humans all the same in God's eyes"
duhh gusti,Duhh Gusti
semoga cepat selsai yah masalahnya saya pun pernah dalam kondisi begini,I hope I will quickly be the problem. I have ever been in this condition
ga nyangka le,I never thought le
harus memaafkan bijaksana dan mengikhlaskan tercengang aing bacana,must forgive wise and let Aing Bacana astonished
ada ya yang begini di kabupaten kecil hadeuh,there is something like this in the small district of hadeuh
kasih tau wakil rakyat,Tell the People's Representative
mohon perhatian dan pengertian nya kepada bapakibu,Please pay attention and understanding to the father
ibu tolong di bantu ini warga nya,"Mother, please help with this residents"
harusnya lapor ke lambe turah biar viral tuh pelaku,should report to Lambe Turah so that the perpetrators are viral
tolong ini di tindak lanjuti dan berikan penanganan yg sesuai berikan perlindungan juga kepada keluarga korban jgn sampai ada intimidasi dari keluarga tersangka atau pihak lainnya,Please follow up and provide appropriate handling also provide protection to the families of the victims not until there is intimidation from the family of the suspect or other party
mohon dibantu,Please help
bantu up jangan ada kata damai,"Help UP, don't have a word of peace"
tolong dibantu untuk korban,please help for the victim
btw ini akun si pelaku guys nemu di twitter,btw this account the perpetrator guys found on twitter
teangan info budakna bade di ajak ngopi ku urang asli geugeut jasa,"Sayangna Bade's info was invited to drink my coffee, the original geugeut service"
info ibu kejaksaan nya biar di serbu warga pandeglang,Info on the Prosecutor's Office so that in the Pandeglang residents' attackers
netizen pliss udah tau kan harus gimana untuk kasus ini semoga korban dan keluarga mendapat keadilan aamiin,"Netizens Pliss already know what to do for this case, hopefully the victims and families get Aamiin justice"
gila sih tp bnyk bgt oknum cwo d pandeglang yg tukg gebukin cwe ini baru d antara bnyk nya kasus d pandeglang bnyk perempuan pandeglang yg sering dpt kekerasan dr laki laki,It's crazy but it's really a lot of people who are cwo d Pandeglang who are tukgkgukin cwe this is only between the many cases of the Pandeglang Bnyk Pandeglang Women who often get violence from men
monggo ditunggu klarifikasinyasangat di sayangkan kasus seperti ini malah di biarkan,Monggo awaited clarification so unfortunately the case like this was even let alone
cabul dei bae dak,obscene dei bae dak
pantesan ibu diem aja ternyata pernah poto bareng keluarga pelaku ya pas bapak nya masih hidup,"No wonder mom just shut up, it turns out that he ever took a photo with the family of the perpetrators, yes, when the father was still alive"
atuh disikat bae sihh ka imah kolot na tuman amat wa,or brushed bae anyway ka imah old -fashioned na tuman
baru selesai kasus satu ada kasus lainnya tahun lumayan lama semoga ada keadilan eta si alwi babaturan maneh lain,"just finished case one there is another case for a long time, hopefully there is justice"
hati hati dalam pergaulan mau sekolah kamu sampe amerika klo pergaulan asal asalan pasti rusyakk jadikan pelajaran jangan terlalu percaya sama seseorang,Be careful in the association of wanting to go to your school until America if the association is originally sure to make a lesson don't trust someone too much
duid duid duid,Duid Duid Duid
ibu kajari punten,Ibu Kajari Punten
semoga keadilan dapat ditegakan dengan seadilnya,Hopefully justice can be enforced as fairly as possible
bapakkkkkk,Mr.KKKKK
viralkeun bos,Viraralkeun boss
polisi itu serba bisadan gampang untuk mengungkap semua ini,The police are all easy to uncover all this
waduh min sangat miris juga saya liat berita yg makin marak tindak kejahatan semacam sosmed makin d gunakan hal tidak benar d kordinir min ke menkopolhukam biar bisa tera tasi dan s pelaku d tindak tegas biar tidak ada korban lagi dan yg jadi korban min d minta perhatian khusus,"Wow, min, very sad, I see that the news is increasingly widespread crime such as social media and use things in the coordinates of Min to Menkopolhukam so that they can be treated and the perpetrators are acting decisive"
mohon di bantu bu,Please help ma'am
ayo dong polisi bantujangan cuma incer jabatan doang polisinikmatin duit gajian tapi gabisa nangkep pelaku kekerasan,"Come on, the police are just an incer of the position of the polisinikmatin payday but can't catch the perpetrators of violence"
up,up
gila kali kasus kaya gini korban diminta memaafkan dan mengikhlaskan,Crazy times like this case the victim is asked to forgive and let go
gw baru aja baca tread nya di twitteremng anjing bat dah ni cowokharus di rujak cowok model kaya bgtu mahngerakeun kaum adam,"I just read the tread on twittemng dogs, this is a guy in the salad of a guy, a rich model"
min,Min
ngeri cok,Horrified Cok
kumaha iyeu buu,Kumaha Iyeu Buu
astagfirullah semoga korban dapet keadilan se adil adilnya tertekan banget pasti,"Astagfirullah, hopefully the victims will get justice"
ih soso an amat hirup th,IH SOSO AN VERY HIRRUP TH
semoga kedua belah pihak diberikan jalan terbaik khusus untuk korban mudahÂ²an selalu di berikan kesehatan kekuatan dan selalu dalam lindungan allah dan untuk pelaku yg di maksud semoga segera di berikan hidayah dan bisa mempertanggung jawabkan segala perbuataanya di dunia dan semoga ada hikmah di balik segala kejadian untuk kita semua agar bisa belajar bijak dalam menjalankan kehidupan terutama saling mendoakan yg terbaik antar sesama manusia,"Hopefully the two parties are given the best way specifically for the victims, it is always given the health of strength and always in the protection of Allah and for the perpetrators that are intended, hopefully they will be given guidance immediately and can be responsible all in order to be able to learn wisely in carrying out life, especially praying for the best among fellow human beings"
jaksa nya siapa,Who is the prosecutor
tolong di bantu bang terlepas si korban ini punya salah apa engga tapi si pelaku ini udah jelas salah nya dimana,"Please help, bro, this victim has wrong or not, but this of the perpetrator is clearly wrong where"
pandeglang mah tinggal punya duidd beress,Pandeglang Mah Stay Having Duidd Bess
orang kampung soge masjid panimbang jaya,Panimbang Jaya Mosque SOge villagers
nitip sendal dulu lah,Nitip sandals first
up guys pandeglang mah harus masuk tv dulu baru digubris,up guys pandeglang mah must enter tv first then heed
tag jaksa yg tangani tag hakim yang tangani kita mau titip pesan agar kasus ini di sidang seadil nya biar kata anak mantan kepala dinas salah ya salah hati nuranu jangan duit dulu,"Tag Prosecutors who handle judges who handle we want to leave a message so that this case is in the session so that the child said the former head of the department is wrong, wrong with your conscience, don't make money first"
ga salah disuruh memaafkan mengikhlaskan woii lah kriminl minta d ikhlasin keluarganya pd sakit apa gmn sih,"I'm not mistakenly told to forgive himself to let it be a crime asking to be sincere, what is the family, how about it"
ditunggu info selanjutnya min untuk kasus ini the power of netizen yu kawal terus kasus ini sampe tuntas,awaited further information Min for this case The Power of Netizen Yu Kawal continued this case until it was complete
semoga hukum dipandeglang bisa ditegakkan seadiladilnya tidak bisa dibayar pakai uang,Hopefully the law can be enforced as fairly as possible cannot be paid using money
keadilan sosial bagi seluruh rakyat yg berduit haha kocakkk,Social justice for all people who are moneyed haha
org kek gini biasanya habis d penjara,people like this usually run out in prison
pandeglang geus lain bae,Pandeglang Geus Other Bae
wey lu viral hhhhh,Wey Lu Viral Hhhhh
gimana nih ngab,how about this ngab
wajib turun tangan nih bang,"mandatory to intervene, sir"
mohon komennya bapak,"please comment, sir"
udaaa ga asing banyak kasus sekarang akibat friendly ke semua cowo,Udaaa no stranger to many cases now due to friendly to all guys
tag hotman paris ka pasti dibantu dan dpt keadilan,Tag Hotman Paris Ka Ka Surely Assisted and Can Getting Justice
masih zaman intimidasi begitu,still the age of intimidation
ngisinin bae,Ngisinin Bae
leee leee wkwkkw,Leee Leee Wkwkkw
siapapun pelakunya harap di tindak tegasberlakukan hukum dengan seadil adilnya,Whoever the culprit is hoped to act decisively to take the law as fairly as a fair
bu pang bantuankeun,Mrs. Pang Helpkeun
tolong bantu kasus ini bang,"Please help this case, sir"
kumaha ye bu entekmu kurang beres bukti udah akurat n jelas tbtb suruh ikhlasin maafin lucu amat bobrok amat sdmna,kumaha ye ma'am you are not wrong proof that it is accurate and clearly tbtb tells sincerely forgiveness forgive me very dilapidated
cc coba iyeu kumaha bu karunya amat batur coba pangwartosken ka suami emng nnr tah iyeu,cc try iyeu kumaha bu kanya is very batur try pangwartosken ka husband nnr tah iyeu
huhuuu tepuk tangannn buat kejaksaan pandeglanggg hebat bgttt dgn mudahnya mau diajak kerjasama pihak pelakuuu malu maluin wkwk,"Huhuuu, applause for the Pandegglangggi Prosecutor's Office, so easily, I want to be invited to cooperate with the perpetrators."
anjing fuck diaa alwi,Dog Fuck Diaa Alwi
dari alur ceritanya sudah jelas bahwa pelaku dari golongan menengah keatas tahun bukan waktu singkat gak kebayang psikologis korban kalo sudah masuk persidangan coba spil dakwaannya,"From the storyline it is clear that the perpetrators from the middle class and the year are not a short time, not imagine the psychological victims if they have entered the trial trying to spil the indictment"
gerakan lagi rpm nya di kota pandeglang,The RPM Movement in Pandeglang City
biasana nu modelan kos kie goreng patut jeng bengetna poek,BIASANASAN NU MODELAN KOS KIE FRIED DIFFERENT JENG BENGETNA POEK
negara kita tidak kekurangan orang pintar tapi kekurangan orang jujur miris,Our country is not lacking in smart people but the shortcomings of Honest People
ulah eleh ku duit sakalian sereet nu sok beuki ka duit pandeglang emng butuh pemimpin nu adil,"my eleh is the money from the nu cereet, beuki ka pandeglang needs to need a nu leader"
mengerikannn,terrible
keadilan sosial bagi seluruh rakyat indonesia syarat dan ketentuan berlaku,social justice for all Indonesian people the terms and conditions apply
up trussss smpe keadilan bahwa itu ada di pandeglang,up trusssss to justice that it is in Pandeglang
di private bang spill muka kasep nya bangka panggih di mana bae di cepol tuturen,at the private bang spill face kasep bangka call where the bae on the tuturen cepol
bu miriss,Mrs. Miriss
up terus anak mantan pejabat belagu bet wkakak,up continues to be the son of a former belagu bet bet
pira pura,Pira Pura
ya allah pak polisi tolong bantu pak berikan hukuman seadiladilnya pak saya mohon pak biar pelaku tidak semena seperti itu saya bukan keluarga y saja sakit pak dengernya tolong lah pak jgn di kasih damai biar tidak ada korban lainnya dan saya yakin psikis korban pasti depresi bgt,"O Allah, sir, please help, sir, give a fair penalty, sir, please sir, sir, so that the perpetrators are not arbitrary like that, I am not a family, sir, sir, please, sir, don't be peaceful so that there are no other victims and I am sure the victims are certainly depressed"
baru viral baru hukum bener pak yg kmren ngurusin jakarta bisa juga mungkin ngurusin pandeglang,"just a new viral law right, sir, who takes care of Jakarta, it can also take care of Pandeglang"
modelan kek begini kalo diajak gelud palingan letoy satt,modelan kek like this if invited to galleud palingan letoy satt
bantu up kak,help up sis
ayo pak bantu korban pak bapak punya anak punya istri punya ibu jg bagaimana rasanya jadi korban pak sakit pak beri korban keadilan pak,"Come on, sir, help the victim, sir, you have a child, I have a wife, I have a mother, how it feels to be a victim, sir, sir, give a victim of justice, sir"
bantu up kak biar korban dapat keadilan,help up sis so that the victim can get justice
padahal zaman makin canggih jangkauan sosmed smakin luas belum lagi uu ite dan hukum dalam negri tapi masih aja ada generasi abg bees banyak minusan kaya hape second gini selain batre bocor lcd nya juga udah kena ini tinggal mmc nya meledug heran aja kaya ga ada pikirannya,"Even though the time is increasingly sophisticated, the range of social media is not even broad, not to mention the ITE Law and the law in the country, but there are still generations of ABG bees, a lot of minusan is a second cellphone, besides the LCD leak battery, the LCD has also been hit by this MMC."
ngab liat dong pasti gatel nih wkwkwkw,"Ngab look at it, it's definitely gatel"
tuh hatiÂ² udah mulai banyak di pandeglang yg bobrok,be careful already began to be a lot of dilapidated Pandeglang
kira kira rompok si aana dimana nyah kepo bisi tatangga urang mah,I guess the group of the aana where Nyah Kepo Bisi Tatangga Urang Mah
klo emang bener ada oknum kejari di kabpandeglang yg sperti keterangan diatas wah gawat nihkasian korban tolong dibantu bang pak,"if there is really a person in the Kabpandeglang like the information above, the victims, please help, sir, sir"
bahas bang,Discuss Bang
tag aja akun ig si pelaku biar diserbu mentalnya sama netijen akwkw,"just tag the IG account, so that it is invaded mentally with the netijen akwkw"
mohon izin jenderal mohon izin pak menko mohon izin pak jaksa berantas oknumoknum petugas seperti ini,"ask for permission general, please ask for permission from the Coordinating Minister, please ask permission from the prosecutor to fight the officers like this"
klo hukum sudah tidak berpihakkenapa ga pakai cara sendiri kasian si korban,if the law is no longer in favor of what is not using the victim's own way
di amankan bang,"secured, sir"
selesaikan om,Complete Om
tolong bantu viral kan,Please help viral right
semoga kasusnya selalu di up oleh pang kapok,I hope the case will always be up by Pang Kapok
mohon di bantu pak,please help sir
bagaimana ini ibu mohon bantuannya sebagai bupati pandeglang masa harus viral terus bu,"How is this, I ask for her help as the regent of Pandeglang, when you have to go viral, ma'am"
pandeglang ku dulu tak begini,my pandeglang wasn't like this
kalo kejari pandeglang gk bs bantu bisa d bantu atau di cc ke bang hotman minta tolong bang dampingi,"if the Pandeglang Kejari can't help you can help or CC to Bang Hotman, ask for help, Bang, accompany"
bagi link ig s dajjal pelakunya min,for the link Ig S Dajjal the culprit min
pelakunya nama nya alwi bpk nya sudah almarhum mantan pejabat lh pandeglang,"The culprit's name is Alwi BPK, his late former official of LH Pandeglang"
kawal paketua,Kawal Packageua
budak mana kitu eta,which slave where is it
pentinga asi saat bayi agar tidak adanha anak asu seperti itu,Important ASI When Baby To Not Adanha Asu Children like That
di thread twitter juta views bisa dikatakan sudah masuk viral skala nasional diantos bantosannya bu,"in the Twitter million views threads it can be said to have entered the national scale viral and the pantosnya, ma'am"
alwi anj,Alwi Anj
poto pelaku aya dina story urang bisi aya nu rek silaturahmi mangga,Poto Actors Aya Dina Story Urang Bisi Aya Nu Rek Silatarahmi Mangga
semoga penegak hukum khsus y di kab pandeglang dapat berlaku adil dan bijaksana dgn mengedepankan aspek psikologi pada korban,Hopefully the law enforcement in Khsus Y in Pandeglang Regency can be fair and wise by promoting psychological aspects of victims
semoga gk kaya kasusnya mario dandi ya banyak setingan nya,"Hopefully the case is not like Mario Dandi, there are many settings"
tolong di bantu bapak hotman paris karna ini kasus yang sangat janggal,Please help Mr. Hotman Paris because this is a very odd case
tolong di bantu sampai kasusnya tuntas,please help until the case is complete
semoga setelah viral kasusnya korban bisa mendapatkan keadilan seadil adilnya dan pelaku mendapatkan hukuman paling setimpal dan sanksi sosial jangan lupa,Hopefully after the viral case the victim can get justice as fair as possible and the perpetrators get the most worth the penalty and social sanctions don't forget
sifat alwi itu bahasa kedokterannya tolol,Alwi's nature is a stupid medical language
tolak al zaytun,Reject Al Zaytun
org org pd knp ya,org org in why
makin trauma sma cewe,The more trauma for high school girls
pelakunya orang panimbang kalo liat dari berita kematian bapaknya mah,"The culprit is a Panimbang person if you see from the news of the death of his father, mah"
ini harus jadi berita nasional dulu sampe bupati tau baru deh proses hukumnya berjalan semoga,This must be a national news first until the regent knows the legal process will run hopefully
hah pandeglang lagiii,hah Pandeglang again
ayo semuanya kirim pesan ke ig nya biar setres,let's all send a message to the IG so that it is stressed
perasaan baru kemarin kemarin kasus pembunuhan ini juga sama parah nya harus di viralin sih ini biar di tindak lanjuti lebih serius,"The new feeling yesterday yesterday the murder case was also as severe as it had to be viral, so that it was followed up more seriously"
jaman sekarang orang banyak yang nekad min ngeri,Nowadays many people are desperate to be horrified
gw yang hanya netizen siap bergabung untuk melawan keadilan sosial bagi seluruh orang kaya,"I, who are only netizens, are ready to join to fight social justice for all rich people"
tatangga men wkwk,Tatangga men wkwk
mahasiwa,students
kepada yth tolong usut kasus ini dan yth klarifikasi info ini sejujurnya mahasiswa anda beresin,"Dear, please investigate this case and the clarification of this info is honest"
harus viral dl br dpt keadilan miris,have to be viral in br Br can be sad justice
cape bikin citra kota ulama seribu santrieh dalem nya bobrok semua,tired of making the image of the city of the Thousand Santrieh Ulama City of all dilapidated
kya nya para oknum pura gak liat,the kya the person pretended not to see
nih bang pelakunya,Here is the culprit
zaman sekarang kalau udah viral baru tuntasss,"nowadays, when it's already viral, it's only finished"
masalah ini sudah di klarifikasi oleh kejaksaan,This problem has been clarified by the prosecutor's office
tolong di bantu bu,please help ma'am
sepertinya saya mencium bau di penegak hukum tolong dong ibu yg baik sebagai perempuan diem wae,"Looks like I smelled in law enforcers, please please, a good mother as a woman, shut up"
kejari pandeglang ketar ketir melihat ini masa sih dari sekian banyak yg di tag gak ada yg notice satu pun,Kejari Pandeglang is timeless to see this time from the many who are tagged none
minta tolong kawal kasusnya,Ask for helping the case
mirisss kota inj,MARISSS KOTA INJ
baca nih ah,Read this ah
wargi pandeglang do ur magic,Wargi Pandeglang Do Ur Magic
kumaha iyeu barudak sikat tah,kumaha iyeu barudak brush tah
paaak tolong atensinya siapa tau di folow up sama bapak walaupun bukan dapil bapak,paaaak please the attention who knows in the folow up with you even though it is not the electoral father
bru liat yg di sebelah ini ada lgi ya allah ini pdg mau kya gimna yah,"Bru see the one next to this there is again, O Allah, I want it to be gimna"
diem diem aja pak damang dikasih duit berapa ayodong pakkk pada jahat banget sihhhh ini udah di depan mata kekerasannya astagfirallah kalo keluarga kalian yang diginiin kalian diem juga bantu korban pak,"just shut up Mr. Damang given money how much ayodong pakkk is really evil, this is already in front of his violence Astagfirallah if your family that you guys are shut up also helps the victim, sir"
ai pandeglang aya naon sih kuari inpona masalah perewean bae min sedang tidak baikÂ² saja kota ini ges teu saladar wargi na ayeuna rek jadi naon sih barudak,"Ai Pandeglang Aya Naon, I quantuated Inpona, the problem of Peewean Bae Min, while the city is not good"
duuh,duuh
tolong bang hotman gk kuasa smpe bacanya bener dipersulit pengadilan sana mentang kluarga pelaku pejabat,"Please Bang Hotman, I don't have the attorney to read it, it is complicated by the court."
gw simak pada kronologi tweet nya bang iman bahwa februari sudah dilakukan penahanan terhadap pelaku yg jadi pertanyaan gw perkembangan perkaranya sampai mana kita kawal bareng bareng yok,"I refer to the chronology of the tweet, Bang Iman that February has been detained by the perpetrators who are the questions for me the development of the case to what extent we guard together with Yok"
malu bgt astaga gini mulu permasalahannya,"embarrassed, oh my god, the problem is"
yakin nih pandeglang bisa kelarin kasus gini sebelum viral,sure pandeglang can finish this case before viral
bang hotman bantu bang kasus ini,Bang Hotman helps this case
anak anj lu cpt cpt lu masuk bui jd santapan lo di dlm,Anj's child cpt cpt you go in jd your meal inside
konoha konoha,Konoha Konoha
demo bae kabehan,Demo Bae Jailed
psikopat anjirr,Psychopath Anjirr
bejakeun ka pelaku ari ku sange sange amat mah ngaloco bae make minyak sayur,bejakeun because the perpetrator Ari Ku Sange Sange is very mah ngaloco bae make vegetable oil
mati kita bantu tersangka biar dapet hukuman setimpal kalo bisa lebih,die we help the suspect to get the punishment worth it if it can be more
yth bu sebagai pemimpin bijak wilayah pandeglang alangkah indahnya bila ibu memberi keleluasaan hukum agar korban ini segera bertemu keadilannya wayahna ieumah bu itungÂ² urang kabehan jelema bae kitu maenya tea kitu kan mun misal keluarga sagetih urang diperlakukeun siga kitu geus jelas kanyenyeri wayahna ieumah bu,Dear BU as a wise leader in the Pandeglang region it would be beautiful if the mother gave the flexibility of the law so that the victim immediately met her justice
wah mulai keliatan ya cara lembaga pengadilan bobroknya gimana,"wow, how do you start to look like the dilapidated court institution"
udah yatim beban maluÂ²in cocok lu dijadiin tumbal proyek,Already orphaned the burden of shame â²in suitable for you to be a sacrifice of the project
kiww,Kiww
mohon bantuan ndan,Please help ndan
masa harus meninggal dulu kaya kasus kemarin yg di gebuk pake wc baru ditindak huhu bu bersih bersih yuk buuu,"when I have to die, like yesterday's case, which was in a gebuk using the toilet, just dealt with clean, clean, let's clean, Buuu"
haha koboy pdg main nya jorok nih,haha koboy pdg playing dirty
ulah sok ngerakeun kampus jeung fakultas na atuh hey strh ale kamileung cungur mah kos nu heeh we sia,acting pretentiously the campus of Jeung Faculty of Na Atuh Hey Strh Ale Kamileung Cungur mah boarding nu heeh we sia
sudah d rusak mentalnya rasanya ga adil klo ga dpt keadilan,already broken mentally it feels unfair if you can't get justice
tag bang hotman sebanyak nya biar notice,Tag Bang Hotman as much as possible to notice
orang panimbang,Panimbang
tolong bantuannya,Please help?
tah fb na httpswwwfacebookcomalweecmibextidzbwkwl,tah fb na httswwwfacebookcomalweecmibextidzbwkwl
tapi jangan pada lupa mampir ke bengkel ya,But don't forget to stop by the workshop
dari tiktok lari kesini ternyata udah rame,from Tiktok running here it turns out it's already crowded
kalo bisa si fotonya cowonya d uplod,if possible the photo is a cow d uplod
semoga kasusnya secepatnya beres dan tidak ada lagi kasus sprti ini,Hopefully the case is immediately settled and there are no more cases of this SPRTI
ini alamat lengkap korban ada dmna min tlong infonya,This is the full address of the victim there is a dmna min tlong for the info
spill ig keluarga pelaku harus dapet sanksi sosial mereka semua,Spill IG Family Actors must get all of their social sanctions
goblkngisinken kota pandeglang bae,Goblkngisinken City of Pandeglang Bae
duuhh oknum daerah pandeglang yahh hadeeuuuhhh tepok jidat tapi harus di tindak lanjuti lagi itu kasusnya dan para oknum nya juga,duuhh elements of the Pandeglang region Yahh hadeeuuuhhh pat on the forehead but must be followed up again the case and the individuals too
bikin malu kota pandeglang,embarrassed the city of Pandeglang
semoga diadili dg hukuman yg adil agar pelaku bisa jera dan bertaubat agar korban bisa merelease traumanya dg tenang semoga allah mengukuhkan iman islam di hatinya menguatkan jiwa raganya aamiin,"Hopefully it will be tried with a fair punishment so that the perpetrators can be deterrent and repent so that victims can release their trauma by calmly, hopefully Allah confirms the Islamic faith in his heart to strengthen his body and soul Aamiin"
ih,uh
tolong dibantu,Please help
bapak tolong dibantu pak,"you please help, sir"
jabatan bisa membegal kedilantrnyata faktor duni bisa membut hujum pandeglang jadi berat sebelahsy sbgt prihatin membaca mendengar dan menyksikan kasus inidgn mudahnya jaksa suruh memaafkantrus bgmn dgn suqis korbanssmoga pihak yg memebela pelaku akan mengalami apa yg dialami korban aamiin yrategak kan hukum yg seadil adilnya dong kalo tdk untuk klwg korban hubungi bapa hotman paris dia pengacara handal dan bisa membantu org yg trdzolimi,"Position can be able to tackle the world, the world can be able to put up the hujum pandeglang to be a heavy one -sided asyon as concerned about reading and evidences the case, the prosecutor is easily told to forgive me Klwg victim contact Father Hotman Paris he is a reliable lawyer and can help people who are trdzolimi"
apakah bapak bisa bantu mencerahkan,can you help enlighten
wahaiiiii bakal calaon anggota dpr pandeglanggg iinilahhh wqktunya bantu korbannn,ohiiiii it will be calaon member of the DPR Pandegganggg I here
ini parah sih blom ada atensi dari pemkab pandeglang baik dari orang nomor nya skalipun bang please bantu,"This is bad, there is no attention from the Pandeglang Regency Government, both from the number of the number, even though it's a help"
perlu turun tangan kek nya ibu,Need to intervene to her mother
nih akun si dajjalnya,here is the Dajjjjat account
terbelakang nih kota ke negri prindavan banyak oknum korupnya,backward city to the country of Prindavan a lot of corrupt persons
bio ignya believe in god ceunah anjir tuhan mana yang ngajarin perkosa anak orang terus revenge porn tolol juga lu gua liat liat,Bio Ig Believe in God Ceunah Anjir which God taught the rape of people's children and stupid porn revenge too I see you see
