media,user_name,mention_name,day,like_comment,comment,cont_of_reply,reply_comment_name,username_reply
infopandeglang,yusuf_kamil25,,2 hari,0,Ngisinin bae,0,,
infopandeglang,delahanalenash,,2 hari,0,Leee leee wkwkkw,0,,
infopandeglang,ferryjack06,@polres_pandeglang,2 hari,0,"Siapapun pelakunya harap di tindak tegas,,,Berlakukan hukum dengan seadil adilnya,,,",0,,
infopandeglang,riamaryanaa33,@irnadimyati,2 hari,0,bu pang bantuankeun,0,,
infopandeglang,niesafebrianireal,@hotmanparisofficial,2 hari,0,tolong bantu kasus ini bang 🙏,0,,
infopandeglang,chanddraaaa,@irnadimyati,2 hari,0,"Kumaha ye bu  entek2mu, kurang beres. Bukti udah akurat n jelas.  Tbtb suruh ikhlasin maafin. Lucu amat. bobrok amat sdmna",0,,
infopandeglang,vaachikurn88,@yeniwahyunni,2 hari,0,"Cc .. coba iyeu kumaha bu? Karunya amat batur, coba pangwartosken ka suami emng nnr tah iyeu?",0,,
infopandeglang,indahs_17,,2 hari,0,Huhuuu tepuk tangannn buat kejaksaan pandeglanggg. Hebat bgttt dgn mudahnya mau diajak kerjasama pihak pelakuuu. Malu maluin wkwk,0,,
infopandeglang,wahyudiart12,,2 hari,0,Anjing fuck diaa alwi,0,,
infopandeglang,ep_roch01,,2 hari,0,Dari alur ceritanya sudah jelas bahwa pelaku dari golongan menengah keatas. 3 tahun bukan waktu singkat gak kebayang psikologis korban. Kalo sudah masuk persidangan coba spil dakwaannya.,0,,
infopandeglang,tubagus_dian_hidayat,,2 hari,0,Gerakan lagi RPM nya di kota pandeglang,0,,
infopandeglang,_intaannsr,,2 hari,0,Biasana nu modelan kos kie goreng patut jeng bengetna poek🤣😂,0,,
infopandeglang,l.aprilianii16,,2 hari,0,Negara kita tidak kekurangan orang pintar tapi kekurangan orang jujur miris,0,,
infopandeglang,fkrsryn_,,2 hari,0,"Ulah eleh ku duit, sakalian sereet nu sok beuki ka duit, pandeglang emng butuh pemimpin nu adil",0,,
infopandeglang,adamcool__,,2 hari,0,Mengerikannn,0,,
infopandeglang,muhamadaep18_,,2 hari,0,Keadilan sosial bagi seluruh rakyat indonesia *syarat dan ketentuan berlaku,0,,
infopandeglang,fkrsryn_,,2 hari,0,up trussss smpe keadilan bahwa itu ada di pandeglang,0,,
infopandeglang,coktyz_31,,2 hari,0,"Di private bang spill muka kasep nya bang,ka Panggih di mana Bae di Cepol tuturen",0,,
infopandeglang,nurulyungs,@irnadimyati,2 hari,0,bu miriss😢,0,,
infopandeglang,_ombii,,2 hari,0,Up terus. Anak MANTAN PEJABAT belagu bet wkakak,0,,
infopandeglang,ableh_dat021,,2 hari,0,Pira pura😢,0,,
infopandeglang,umikia29,@humaspoldabanten,2 hari,0,"ya Allah pak polisi tolong bantu pak berikan hukuman seadiladilnya pak, saya mohon pak biar pelaku tidak semena2 seperti itu, saya bukan keluarga y saja sakit pak dengernya. Tolong lah pak. Jgn di kasih damai, biar tidak ada korban lainnya dan saya yakin 100% psikis korban pasti depresi bgt. 😢😢😢😢",0,,
infopandeglang,aji_akhmad_f,@ganjar_pranowo,2 hari,0,+62 baru viral baru hukum bener. Pak  yg kmren ngurusin jakarta. Bisa juga mungkin ngurusin pandeglang.,0,,
infopandeglang,vinsmoke.irgii,,2 hari,0,modelan kek begini kalo diajak gelud palingan letoy satt,0,,
infopandeglang,umikia29,@sumargodenny,2 hari,0,bantu up kak😢,0,,
infopandeglang,umikia29,@humaspoldabanten,2 hari,0,"ayo pak bantu korban pak 😢😢😢😢 bapak punya anak punya istri punya ibu jg, bagaimana rasanya jadi korban pak. Sakit pak 😢😢😢😢 beri korban keadilan pak.",0,,
infopandeglang,umikia29,@mastercorbuzier,2 hari,0,bantu up kak biar korban dapat keadilan,0,,
infopandeglang,mrhinaldy,,2 hari,0,"Padahal zaman makin canggih, jangkauan sosmed smakin luas, belum lagi UU ITE, dan hukum dalam negri, tapi masih aja ada Generasi Abg bees banyak minusan kaya hape second gini, selain batre bocor Lcd nya juga udah kena ini tinggal mmc nya meledug, heran aja kaya ga ada pikirannya 🤔",0,,
infopandeglang,hallorizs,@jefrinichol,2 hari,0,ngab liat dong pasti gatel nih wkwkwkw,0,,
infopandeglang,okridarmawan,@dydydayy,2 hari,0,tuh hati² udah mulai banyak di pandeglang yg bobrok,0,,
infopandeglang,maulidayuliawati,,2 hari,0,"Kira kira rompok si aana dimana nyah, kepo bisi tatangga urang mah😂",0,,
infopandeglang,chamink_zn,@ahmadsahroni88,2 hari,0,"Klo emang bener ada oknum kejari di kab.Pandeglang yg sperti keterangan diatas.. Wah gawat nih,kasian korban  tolong dibantu bang   pak",0,,
infopandeglang,bayyart_,@mamat_alkatiri,2 hari,0,Bahas bang,0,,
infopandeglang,shintaannahl_,,2 hari,0,Tag aja akun ig si Pelaku biar diserbu mentalnya sama netijen akwkw,0,,
infopandeglang,miftahujami,@listyosigitprabowo,2 hari,0,"Mohon Izin Jenderal,  mohon izin Pak Menko,  mohon izin Pak Jaksa, berantas oknumoknum petugas seperti ini.🙏",0,,
infopandeglang,ollayulandy,,2 hari,0,Klo hukum sudah tidak berpihak.kenapa ga pakai cara sendiri .kasian si korban.,0,,
infopandeglang,wey_mong,@ariyansah.23,2 hari,0,Di amankan bang,0,,
infopandeglang,erickvanhofel,@hotmanparisofficial,2 hari,0,selesaikan om,0,,
infopandeglang,riabia11,@lambe.turah,2 hari,0,tolong bantu VIRAL kan,0,,
infopandeglang,gunawanz01,@infopandeglang,2 hari,0,Semoga kasusnya selalu di Up oleh  .. pang kapok.!!!,0,,
infopandeglang,mhmdhsn1p,@ahmadsahroni88,2 hari,0,mohon di bantu pak,0,,
infopandeglang,dego_sa,@irnadimyati,2 hari,0,Bagaimana ini ibu mohon bantuannya sebagai bupati Pandeglang  masa harus viral terus bu,0,,
infopandeglang,hankynoviar,,2 hari,0,Pandeglang ku dulu tak begini🤭,0,,
infopandeglang,3han260220,@kejatibanten,2 hari,0,Kalo kejari pandeglang gk bs bantu...  bisa d bantu atau di cc ke  bang hotman   minta tolong bang dampingi..,0,,
infopandeglang,luffyfiece,,2 hari,0,Bagi link ig s dajjal pelakunya min,0,,
infopandeglang,ariscule,,2 hari,0,"Pelakunya Nama nya Alwi ,BPK nya sudah almarhum mantan pejabat LH Pandeglang",0,,
infopandeglang,adee_juanda,@aankahmed,2 hari,0,Kawal paketua,0,,
infopandeglang,hilmancfc18,,2 hari,0,budak mana kitu eta,0,,
infopandeglang,ysri_arfn10,,2 hari,0,Pentinga ASI saat bayi agar tidak adanha anak ASU seperti itu,0,,
infopandeglang,adee_juanda,@irnadimyati,2 hari,0,"Di thread twitter, ± 7 juta views. Bisa dikatakan sudah masuk viral skala nasional (?) Diantos bantosannya bu",0,,
infopandeglang,widiaulianp,,2 hari,0,Alwi anj,0,,
infopandeglang,omarevo702,,2 hari,0,Poto pelaku aya dina Story urang bisi aya nu rek silaturahmi mangga,0,,
infopandeglang,indragunawan.aig,@undercover.id,2 hari,0,Semoga penegak hukum khsus y di kab. Pandeglang dapat berlaku adil dan bijaksana dgn mengedepankan aspek psikologi pada korban,0,,
infopandeglang,anugraha.d,,2 hari,0,"semoga gk kaya kasusnya mario dandi ya, banyak setingan nya....",0,,
infopandeglang,felishnh14,@hotmanparisofficial,2 hari,0,tolong di bantu bapak Hotman Paris karna ini kasus yang sangat janggal .,0,,
infopandeglang,felishnh14,@matanajwa,2 hari,0,tolong di bantu sampai kasusnya tuntas .,0,,
infopandeglang,aniyuliani2392,,2 hari,0,"semoga setelah viral kasusnya, korban bisa mendapatkan keadilan seadil adilnya, dan pelaku mendapatkan hukuman paling setimpal dan sanksi sosial jangan lupa🤲🔥",0,,
infopandeglang,arifnugrahaa_,,2 hari,0,SIFAT ALWI ITU BAHASA KEDOKTERANNYA TOLOL😂😂😂,0,,
infopandeglang,gerimartin_,,2 hari,0,Tolak al zaytun☝️,0,,
infopandeglang,crhmwnti,,2 hari,0,org org pd knp ya😢,0,,
infopandeglang,adhyyyyyy__,,2 hari,0,makin trauma sma cewe:),0,,
infopandeglang,laffaziah,,2 hari,0,"Pelakunya orang panimbang, kalo liat dari berita2 kematian bapaknya mah",0,,
infopandeglang,laffaziah,,2 hari,0,"Ini harus jadi berita nasional dulu, sampe bupati tau. Baru deh proses hukumnya berjalan (semoga)",0,,
infopandeglang,m.adam.maulana_,,2 hari,0,Hah pandeglang lagiii?,0,,
infopandeglang,muklisstt,@alealwii,2 hari,0,AYO SEMUANYA KIRIM PESAN KE IG NYA BIAR SETRES,0,,
infopandeglang,anpeef,,2 hari,0,Perasaan baru kemarin kemarin kasus pembunuhan.. ini juga sama parah nya.. 😢 harus di viralin sih ini biar di tindak lanjuti lebih serius!!!🔥,0,,
infopandeglang,martabak_ayang,,2 hari,0,"Jaman sekarang orang banyak yang nekad min, ngeri😔",0,,
infopandeglang,kelvinese_,@hotmanparisofficial,2 hari,0,"Gw yang hanya netizen. Siap bergabung untuk melawan ""keadilan sosial bagi seluruh orang kaya"".",0,,
infopandeglang,msaefull__anwar,@irmawann_12,2 hari,0,tatangga men wkwk,0,,
infopandeglang,agunggsutrisna,@untirta_official,2 hari,0,Mahasiwa  ?,0,,
infopandeglang,fikriadz003,@hotmanparisofficial,2 hari,0,Kepada YTH   tolong usut kasus ini🙏. Dan YTH  Klarifikasi info ini sejujurnya.  mahasiswa anda beresin,0,,
infopandeglang,piorret.piorret90,,2 hari,0,Harus viral dl br dpt keadilan. Miris!!!!,0,,
infopandeglang,fahrizal_sf,@irnadimyati,2 hari,0,"Cape2 bikin citra kota ulama seribu santri,eh dalem nya bobrok semua",0,,
infopandeglang,riia940,,2 hari,0,"Kya nya para oknum pura"" gak liat",0,,
infopandeglang,amnrm99,@___febriw,2 hari,0,nih bang pelakunya,0,,
infopandeglang,hfiznf_,,2 hari,0,Zaman sekarang kalau udah VIRAL baru tuntasss,0,,
infopandeglang,sdnsukasari1_pulosari,@kejaripandeglang,2 hari,0,Masalah ini sudah di klarifikasi oleh kejaksaan,0,,
infopandeglang,rifaldi1456,@irnadimyati,2 hari,0,Tolong di bantu bu🙏,0,,
infopandeglang,mjramonid,@roykiyoshi,2 hari,0,": sepertinya saya mencium bau 🐭 di penegak hukum, tolong dong ibu yg baik  sebagai perempuan,, diem2 wae...",0,,
infopandeglang,fuadii_25,@mohmahfudmd,2 hari,0,Kejari Pandeglang ketar ketir melihat ini         masa sih dari sekian banyak yg di tag gak ada yg notice satu pun🙏,0,,
infopandeglang,tubagus.gunawan38,@irnadimyati,2 hari,0,Minta tolong kawal kasusnya 🙏,0,,
infopandeglang,pandeglangbmx,,2 hari,0,Mirisss kota inj,0,,
infopandeglang,aprilinaas,@selametriyan,2 hari,0,baca nih ah,0,,
infopandeglang,pendekar.banten1,,2 hari,0,WARGI PANDEGLANG DO UR MAGIC,0,,
infopandeglang,prtm.agung,@farhannkmll,2 hari,0,kumaha iyeu barudak sikat tah,0,,
infopandeglang,chandradwiprasetya,@ahmadsahroni88,2 hari,0,"paaak tolong atensinya siapa tau di folow up sama bapak, walaupun bukan dapil bapak",0,,
infopandeglang,nuril2190,,2 hari,0,Bru liat yg di sebelah ini ada lgi ya Allah ini pdg mau kya gimna yah,0,,
infopandeglang,sefinaputy,@polres_pandeglang,2 hari,0,diem diem aja pak ? damang ? dikasih duit berapa ? ayodong pakkk!!!! pada jahat banget sihhhh. ini udah di depan mata kekerasannya astagfirallah!!!! kalo keluarga kalian yang diginiin kalian diem juga ? BANTU KORBAN PAK!!!!!!!!!,0,,
infopandeglang,oleoleajj,,2 hari,0,"Ai pandeglang aya naon sih kuari , inpona masalah perewean bae min , sedang tidak baik² saja kota ini , ges teu saladar wargi na ayeuna , rek jadi naon sih barudak,",0,,
infopandeglang,kubil_clip,,2 hari,0,Duuh,0,,
infopandeglang,novitayanti000,@hotmanparisofficial,2 hari,0,"tolong bang hotman, gk kuasa smpe bacanya, bener"" dipersulit pengadilan sana mentang"" kluarga pelaku pejabat",0,,
infopandeglang,kocuboy96,,2 hari,0,"gw simak pada kronologi tweet nya bang iman, bahwa 21 Februari 2023 sudah dilakukan Penahanan terhadap pelaku, yg jadi pertanyaan gw perkembangan perkaranya sampai mana? kita kawal bareng bareng yok",0,,
infopandeglang,nisvisuciati,,2 hari,0,"Malu bgt astaga, gini mulu permasalahannya:')",0,,
infopandeglang,adhikaatn,,2 hari,0,Yakin nih pandeglang bisa kelarin kasus gini sebelum viral?,0,,
infopandeglang,hid.up11,@hotmanparisofficial,2 hari,0,bang hotman bantu bang kasus ini.,0,,
infopandeglang,tubaguslingga121,@alealwiii,2 hari,0,Anak anj lu  cpt cpt lu masuk bui jd santapan lo di dlm.,0,,
infopandeglang,gatesandika,,2 hari,0,Konoha konoha,0,,
infopandeglang,irhamulumam94,,2 hari,0,Demo Bae kabehan,0,,
infopandeglang,andihds_,,2 hari,0,psikopat anjirr,0,,
infopandeglang,indijay02,,2 hari,0,Bejakeun ka pelaku ari ku sange sange amat mah ngaloco bae make minyak sayur😒😩,0,,
infopandeglang,achmadsirojuddin_,,2 hari,0,"Mati kita bantu tersangka biar dapet hukuman setimpal, kalo bisa lebih. 🔥",0,,
infopandeglang,achmadsirojuddin_,@irnadimyati,2 hari,0,Yth bu  sebagai pemimpin bijak wilayah Pandeglang. Alangkah indahnya bila ibu memberi keleluasaan hukum agar korban ini segera bertemu keadilannya. Wayahna ieumah bu itung² urang kabehan jelema bae kitu. Maenya tea kitu kan mun misal keluarga sagetih urang diperlakukeun siga kitu? Geus jelas kanyenyeri. Wayahna ieumah bu,0,,
infopandeglang,kyafxx_,,2 hari,0,wah mulai keliatan ya cara lembaga pengadilan bobroknya gimana,0,,
infopandeglang,endssttt,@alealwiii,2 hari,0,"udah yatim, beban, malu²in, cocok lu dijadiin tumbal proyek",0,,
infopandeglang,viktorvndr,,2 hari,0,Kiww,0,,
infopandeglang,anggaafriansyah_,@ahmadsahroni88,2 hari,0,Mohon bantuan Ndan,0,,
infopandeglang,abcdeavwxyz,@irnadimyati,2 hari,0,Masa harus meninggal dulu kaya kasus kemarin yg di gebuk pake WC baru ditindak huhu. Bu  bersih bersih yuk buuu.,0,,
infopandeglang,a.brielll,@alealwiii,2 hari,0,Haha koboy pdg main nya jorok nih,0,,
infopandeglang,apasikram,,2 hari,0,"Ulah sok ngerakeun kampus jeung fakultas na atuh hey strh Ale, kamileung cungur mah kos nu heeh we sia",0,,
infopandeglang,jizah1403,,2 hari,0,sudah d rusak mentalnya rasanya ga adil klo ga dpt keadilan,0,,
infopandeglang,amunkieu,@hotmanparisofficial,2 hari,0,tag bang Hotman sebanyak2 nya biar notice,0,,
infopandeglang,lili_faturrohman,,2 hari,0,Orang Panimbang,0,,
infopandeglang,vivi_rahmayanti,@hotmanparisofficial,2 hari,0,tolong bantuannya,0,,
infopandeglang,lili_faturrohman,,2 hari,0,Tah FB na https://www.facebook.com/alweec?mibextid=ZbWKwL,0,,
infopandeglang,bejubel_custom.id,,2 hari,0,tapi jangan pada lupa mampir ke bengkel ya,0,,
infopandeglang,nona.litta,,2 hari,0,"Dari tiktok lari kesini, ternyata udah rame 😢",0,,
infopandeglang,ddferi_,,2 hari,0,Kalo bisa si fotonya cowonya d uplod,0,,
infopandeglang,ndaaja17,,2 hari,0,😢 .. Semoga kasusnya secepatnya beres dan tidak ada lagi kasus sprti ini 😢😢,0,,
infopandeglang,callme.laiilaa,@infopandeglang,2 hari,0,Ini alamat lengkap korban ada dmna min? Tlong infonya,0,,
infopandeglang,rena.t.e.oksela,,2 hari,0,Spill ig keluarga pelaku.. harus dapet sanksi sosial mereka semua.,0,,
infopandeglang,rivaldipeb,,2 hari,0,"gobl*k,ngisinken kota pandeglang bae",0,,
infopandeglang,andymas_novel,,2 hari,0,Duuhh oknum daerah Pandeglang yahh... Hadeeuuuhhh tepok jidat... Tapi harus di tindak lanjuti lagi itu kasusnya dan para oknum nya juga....,0,,
infopandeglang,mr_qory,,2 hari,0,Bikin malu kota pandeglang😢,0,,
infopandeglang,aqiqahalmuhsinin,,2 hari,0,"Semoga diadili dg hukuman yg adil agar pelaku bisa jera dan bertaubat,  agar korban bisa merelease traumanya dg tenang, semoga Allah mengukuhkan iman islam di hatinya, menguatkan jiwa raganya, aamiin",0,,
infopandeglang,kkekee__,,2 hari,0,ih,0,,
infopandeglang,shofie_syafitri,@hotmanparisofficial,2 hari,0,tolong dibantu🙏,0,,
infopandeglang,shofie_syafitri,@hotmanparisofficial,2 hari,0,Bapak  tolong dibantu pak🙏,0,,
infopandeglang,titin.s0207,,2 hari,0,"Jabatan bisa membegal kedilan,..trnyata faktor duni bisa membut hujum pandeglang jadi berat sebelah,,sy sbgt prihatin membaca mendengar dan menyksikan kasus ini,dgn mudahnya jaksa suruh memaafkan,,trus bgmn dgn suqis korban,,ssmoga pihak yg memebela pelaku akan mengalami apa yg dialami korban aamiin yra...tegak kan hukum yg seadil adilnya dong ...kalo tdk untuk klwg korban hubungi bapa hotman paris dia pengacara handal  dan bisa membantu org2 yg trdzolimi",0,,
infopandeglang,yogisrhadi,@hotmanparisofficial,2 hari,0,Apakah bapak bisa bantu mencerahkan  ?,0,,
infopandeglang,a_shareef10,,2 hari,0,Wahaiiiii bakal calaon anggota DPR pandeglanggg Iinilahhh wqktunya bantu korbannn....🔥🙌👏,0,,
infopandeglang,emeffragrance,@hotmanparisofficial,2 hari,0,"Ini parah sih, blom ada atensi dari pemkab pandeglang baik dari orang nomor 1 nya skalipun. Bang   , please bantu 🙏",0,,
infopandeglang,hidayat_m0hammad,@irnadimyati,2 hari,0,"perlu turun tangan kek nya ibu,,,",0,,
infopandeglang,naftalenlen,@alealwiii,2 hari,0,nih akun si dajjalnya,0,,
infopandeglang,azizbalizh,,2 hari,0,Terbelakang nih kota... ke negri prindavan banyak oknum korupnya...,0,,
infopandeglang,naftalenlen,@alealwiii,2 hari,0,"bio ignya believe in god ceunah anjir, tuhan mana yang ngajarin perkosa anak orang terus revenge porn, tolol juga lu gua liat liat",0,,
infopandeglang,fathur_m_assalam,,2 hari,0,"Kelakuan sinetron indosiar di ikutin lu mah, blogg",0,,
infopandeglang,iif_funky,,2 hari,0,Hmmm,0,,
infopandeglang,mgabmaul,,2 hari,0,Kebiri lah anjig yg gini mah,0,,
infopandeglang,ahmadsaunsii_,,2 hari,0,Harus nya masarakat pandeglang hadir dipersisangan jangan cuman bicara .,0,,
infopandeglang,oscarnorism,,2 hari,0,Mati kau viral!! Tangkap pelakunya,0,,
infopandeglang,kulon_studio,,2 hari,0,MINIMAL KALO PUNYA OTAK DIPAKE GITU ALWI,0,,
infopandeglang,regay_naminasae,,2 hari,0,"Gimana awal kenalnya ko bisa, pasti kenal online",0,,
infopandeglang,yusufsaputra266,,2 hari,0,Harus masuk lambe turah ini mah,0,,
infopandeglang,70adrianm,@jokowi,2 hari,0,Mohon bantuannya pak,0,,
infopandeglang,donisdrjt_,,2 hari,0,"Kaggaa gercep banget proses hukumnya, ehhh belum di cari yaa ternyata pelakunya😢",0,,
infopandeglang,gwsukaoranye,@tvonenews,2 hari,0,coba live sidangnya hari ini,0,,
infopandeglang,mohandrnn,,2 hari,0,"Pagi pagi buka tweet eh pandeglang trending,lari kesini udah rame,ketinggalan gue",0,,
infopandeglang,maulanayazidd,,2 hari,0,Knpa si,0,,
infopandeglang,m.ammaliya,,2 hari,0,"sumpah demi apapun gw merinding baca nya, ko ada manusia yang notabennya laki laki yang jelas2 dia di lahirkan dari seorang wanita tapi kelakuan kaya gitu, dan keluarganya pun ngebela ?? semua keluarganya SAKIT !!!",0,,
infopandeglang,nabilamr___,@irnadimyati,2 hari,0,"Pandeglang lagi aja bos senggol dong, yuk kawal yuk  🙏🏻",0,,
infopandeglang,m.ammaliya,@hotmanparisofficial,2 hari,0,sepertinya harus turun tangan buat ngebantuin,0,,
infopandeglang,asyhnl,,2 hari,0,ngapain nama pelaku nya di sensor?,0,,
infopandeglang,yourrfeyy_,,2 hari,0,Baru tau ternyata kota Pandeglang ini banyak mafia pemerintahan juga ya ternyata😂,0,,
infopandeglang,ditta_rch,,2 hari,0,"Gimana mau maju😢 silau sama duit semuaaa, ga kasian apa keluarga di nafkahin pake duit HARAM??? Semoga korban dapet keadilan, inget yahhh yg gampang di suap, Allah maha melihat choyyyyy",0,,
infopandeglang,fhrsptn,@m.sabilul_alif,2 hari,0,mohon izin tag jendral🙏🙏,0,,
infopandeglang,uwes.doaibu,,2 hari,0,Mun kapanggih di jalan mah mending di gebugan bae atuh. Tuman nu kitu ngisin2ken pandeglang bae🥲,0,,
infopandeglang,riasilviaaa,,2 hari,0,"Pandeglang again, Pandeglang again 😪",0,,
infopandeglang,anakseribupulau17,@hotmanparisofficial,2 hari,0,pak ada yg butuh bantuan hukum tolong dibantu,0,,
infopandeglang,u_r_heroes,@hmistiabanten,2 hari,0,piraku demo miras garariat ai kasus pemerkosaan kekerasan caricing wae wkwk,0,,
infopandeglang,neneng_azhar72,,2 hari,0,Memang klu yg punya kuasa hukumnya ...msh bisa di sodok...anak muda dan punya kekuasaan uang .TDK akan jeraaaa....pasti akan ada LG yg seperti ini ....karna TDK ada kekuatan hukum buat jeraa anak muda....jikalau hukum kita..merespon dgn yg melaporkan atau orang yg jdi korban klrga ya..ditindaklanjuti dgn hukuman yg yg setimpal..pasti ..TDK akan ada LG anak anak muda yg BEJAAAAT...,0,,
infopandeglang,cianjurgoodolddays,,2 hari,0,"OH ANAK PEJABAT OH,",0,,
infopandeglang,bangone_one,,2 hari,0,Saya udah baca threadnya sampai selesai dan sungguh sangat geram,0,,
infopandeglang,ayah_f_42_kyna,@hotmanparisofficial,2 hari,0,kali bisa bantu 🔥🔥👏👏,0,,
infopandeglang,ifatt19_,,2 hari,0,"yaallah sedih amat bacanya😢semoga Pelaku dapet hukuman yang setimpal, kasian si tth nya pasti trauma bgtt😢buat cerita aja malu dan takut pastinya😭🥺🥺",0,,
infopandeglang,xspace.yz,,2 hari,0,"Pantes dia ga bisa bedain mana korban mana pelaku, matanya aja juling",0,,
infopandeglang,agungwinarto.aw,,2 hari,0,Up terus sampai pelaku di penjarakan 🔥🔥🔥,0,,
infopandeglang,riniriyaw,,2 hari,0,Ya allah si korban luar biasa kuat banget nahan sebegitu lamanya😢,0,,
infopandeglang,haaaafiiz,@niasprhtn,2 hari,0,Wkwkwk,0,,
infopandeglang,triad436,,2 hari,0,Minimal Spil lah IG pelaku + Oknum Penegak Hukumnya,0,,
infopandeglang,hsbiasydiqii,@ahmadsahroni88,2 hari,0,Pa tolong bantu,0,,
infopandeglang,forum_mahasiswa_cibitung,@kejaripandeglang,2 hari,0,"Kasus ini harus sampai selesai. Ada titik terang. Kasus ini sudah viral se Nasional menuju go internasional. Kalau sampai tak selesai, netizen atau masyarakat Pandeglang dan Indonesia pasti akan memberikan rapot merah terhadap kepemimpinan Kejari Pandeglang dan bupati Pandeglang yg merupakan perempuan. Ayo Bu tunjukan kebijakanmu, apalagi sudah ada posko perlindungan perempuan.",0,,
infopandeglang,forum_mahasiswa_cibitung,,2 hari,0,Memberikan mosi tidak percaya dan berbagai kritikan lainnya.,0,,
infopandeglang,wiwideyyy,,2 hari,0,Kirain jalanyaa doang yang rusak ternyataa...,0,,
infopandeglang,way.tama,,2 hari,0,"Jadi yang korban ini cewe apa cowo? Di slide 2 capture nya beda nih, yang atas keterangan RK adalah pria, sedangkan dibawahnya narasi menjadi cewe. Mana yang benar?",0,,
infopandeglang,bibblegumh,,2 hari,0,Trending lagi wkwkk malu²in,0,,
infopandeglang,anabhhbjjj,@irnadimyati,2 hari,0,Mohon bantu keadilannya!,0,,
infopandeglang,fariidmaul,,2 hari,0,Very respectful and lost respect 🙏,0,,
infopandeglang,braja1444,,2 hari,0,Coba laporkan ke komisi yudisial dan jamwas klw memang ada hal2 yg janggal terkait persidangan  dan penanganan dari pihak kejaksaan.,0,,
infopandeglang,ririn_maulidina,@detikcom,2 hari,0,bantu up dong min,0,,
infopandeglang,rezapatrick,@irnadimyati,2 hari,0,bu wargina aya anu butuh ibu bu.,0,,
infopandeglang,annisatarii,,2 hari,0,"Miris kalau liat berita2 yg dianggap ""sepele"" begini sama oknum2 yg punya wewenang 🙂 bu/pak apa kalian ga takut menangani kasus masalah kalau tidak sesuai prosedur? Hati perasaan kalian dmn? Kalau memang benar menyuruh korban untuk mengikhlaskan memaafkan, dmn hati nurani kalian??? Kalau suatu hari posisinya berubah kalian yg mengalami apa kalian mampu untuk seperti itu? Inget bu/pak jabatan kalian ini jg amanah dan sementara, pertanggungjawabannya berat dan itu berlaku diakhirat nanti 🙂 kalau korban2 yg kalian tangani harus seperti itu dan tidak ikhlas, kalian harus siap2 terima balasannya nanti dipengadilan Allah, kalian jg bisa diadili disana dan kalian mau tidak mau harus ikhlas ya seperti sebagimana kalian jg memperlakukan korban didunia 😊",0,,
infopandeglang,nasbrowbaik,,2 hari,0,"Kota seribu ulama sejuta santri, pemimpinnya perempuan Solehah. Kasusnya tiap hari Pemerkosaan, pencabulan, kekerasan terhadap anak dan perempuan, pesta miras, dan tawuran remaja. Ya Tuhan.. dosa apa Kota kami, sehingga seperti ini.",0,,
infopandeglang,rezapatrick,@indotoday,2 hari,0,"di up min, liat kelakuan penegak hukum daerah ini emang harus d pantau",0,,
infopandeglang,drama_netizen_,,2 hari,0,Netizen +62 komentarnya udah kaya seblak level 100 🔥,0,,
infopandeglang,liviabeautycare,,2 hari,0,pelakunya kek bocah bet yampun ada ya manusia hati lucifer gitu,0,,
infopandeglang,dearnaad,,2 hari,0,yaa Allah😭😭😭😭,0,,
infopandeglang,wulandari_triapsari,,2 hari,0,Yg udah tau akun nya report aja sekalian tuman,0,,
infopandeglang,nuneexzyl,,2 hari,0,Uda typ sokeren lg,0,,
infopandeglang,martyra_tan,,2 hari,0,"Ini mah kudu netijen Nu bergerak Jigana nya.. masa Bu jaksa mlah suruh mngikhlas gemess ihh,  ayo kekuatan netijen, bantu korban beresin kasus ini smpe tuntas tas tas jgn beri ampun si pelaku.. kesell bacana Oge ngancem Bae ihh..",0,,
infopandeglang,ftrraa_snt06,,2 hari,0,"Hukum mana Hukum, Ntar giliran udah viral sejagat baru di proses🙈  isab lahhh",0,,
infopandeglang,monicadj,@hotmanparisofficial,2 hari,0,ayo bang  tolong diberikan perlindungan hukum kpd korban sampai kasus selesai dgn seadil adilnya,0,,
infopandeglang,imigrandarisurgaaaaaaa,,1 hari,0,udah sangean psikopat lagi,0,,
infopandeglang,indryy1,,1 hari,0,Duh parah nyaah,0,,
infopandeglang,ibnufadzar,,1 hari,0,Buset ada bang jago,0,,
infopandeglang,jyfauzia,@marissyaichareal,1 hari,0,bantuu dong kaa🙏,0,,
infopandeglang,desputta,@hotmanparisofficial,1 hari,0,bang tolong bantu bang,0,,
infopandeglang,ian_sah,@rizkinatakusumah,1 hari,0,"A  , ada yang butuh power aa nih, supaya lebih terang.",0,,
infopandeglang,ryyyumaa_,,1 hari,0,kalakuan!,0,,
infopandeglang,lindyasalsa,,1 hari,0,UP UP UPPPP,0,,
infopandeglang,seserahan.shymponi,,1 hari,0,Parah banget cowo kaya gitu! Kawal sampe tuntas jangan sampe lolos! Kasian cewenya butuh dipulihkan lagi psikisnya😭😭😭😭,0,,
infopandeglang,yandifebritama91,@infopandeglang,1 hari,0,Ditunggu berita klarifikasi dan permohonan maaf dari orang tua tersangka ya min,0,,
infopandeglang,benvenutoraja,,1 hari,0,Yokk org pandeglang semangatt yokkk,0,,
infopandeglang,benvenutoraja,,1 hari,0,Masa beginiann mau di tutupin,0,,
infopandeglang,vidyana_baztyan,@hotmanparisofficial,1 hari,0,tolong kawal baaang..kasian korban,0,,
