comment_en,Polarity,Analysis
"please help, bro",0.0,Neutral
Kawal arrived in castration,0.0,Neutral
"Heii mostly play rubber, so the dare to cw hmmm",0.5,Positive
Try what to do this,0.0,Neutral
Where is the link min,0.0,Neutral
let's show the strength of netizens .. Don't be afraid now Indonesian netizens are ready to escort to completion,-0.19999999999999998,Negative
There is a full face of the culprit,0.35,Positive
Bang Bang 🙏🙏🙏,0.0,Neutral
"Hayolah Bu Give Your Magic,",0.5,Positive
Tumben late luurr😂,-0.3,Negative
No Viral No Justice Come on.,0.0,Neutral
Never the culprit escaped and the news never had to have been really in the whole,0.2,Positive
Report try,0.0,Neutral
It's no wonder that the mother of the perpetrators of one of these corrupt officials ...,-0.5,Negative
"No wonder the court is not pro to the victim, you know, have the perpetrators' power.",-0.07500000000000001,Negative
😢😢😢😢😢😢😢😢,0.0,Neutral
"The law in the Konoha country there is silly, especially the Sono Huhu Dynasty, Tajem Mulu down turn over the blunt wkwk",-0.21851851851851853,Negative
"Gas bro, it's already viral. Time to work",0.0,Neutral
"Min, min info, the attack tariff of attacks is still stable or has it increased?",0.0,Neutral
"Alwi Alwi at least if it is bad, don't join in bad. Minus how come the whole ... nothing can be picked up a little like that !!",-0.31549479166666666,Negative
"So from that Aing mah d Save Bae D Gallery Jeung Kenang ""Bae Tina Popotongan",0.0,Neutral
The continuation of the case is gimna min ??,0.0,Neutral
After eating time,0.0,Neutral
No comen 👋,0.0,Neutral
Gimna the continuation of the case,0.0,Neutral
"Do not tell my sexual relations with anyone, even to the closest person",0.5,Positive
Kawal Terooosss Min 🔥🔥🔥🔥,0.0,Neutral
Keep up,0.0,Neutral
Continue 🔥🔥🔥,0.0,Neutral
If the TNI Oren has come down all the problems 😍,-0.15555555555555559,Negative
Continue ...,0.0,Neutral
Continue,0.0,Neutral
very cool bang pudel,0.45499999999999996,Positive
"Which culprit, definitely not caught huh",0.0,Neutral
Viral just baaaaru followed up,0.0,Neutral
Kunaon?,0.0,Neutral
Report to Hotman 911,0.0,Neutral
Nungguan viral hela in the process 😢,0.0,Neutral
6 years you are shaken using amzone honey😂,0.0,Neutral
"I don't know. You all know how the law in this country? If it's not viral, this will not be taken care of by them. Indeed, this Indonesian law and almost all of its practitioners.",0.0,Neutral
Surely the Sialwi family and the Pandeglang Prosecutor's Office will definitely be touched again,0.25,Positive
"Already the agenda of the demands 🤦‍♂️If viral can be asked, it must be before the agenda of the witness or at least proof, hopefully the Assembly can give a decision, taking into account the justice of the people who are currently expecting the maximum penalty",-0.15,Negative
3 years.wk. Just continued now. Funny 😂,0.25,Positive
Tissue perpetrators 😢,0.0,Neutral
"Tingali bae vidiona, mun bikangna peureum beunta loba style means like and like, mun engine just embeed in talian karak rays ... try to send a link nas dak .. deuk in my examination",0.0,Neutral
The classipification video is deleted :(,-0.75,Negative
After viral..😂😂😂,0.0,Neutral
"MDH2Añ K'AUDE WITH WE ALL ... if you are KSUS, it",0.0,Neutral
"That age is busy busy competitive, Revenge hit the compound",0.1,Positive
"To the Polda immediately, sir",0.0,Neutral
dashing amt our friend,0.0,Neutral
Please help boss?,0.0,Neutral
Keep the pandeglang guard,0.0,Neutral
"The era of police now, prosecutors, lawyers, are more and more needed",0.5,Positive
It should be on the snare of death if possible this is human. Or a lifetime,0.0,Neutral
How come it's only the ITE Law?,0.0,Neutral
"Until it's complete, please, don't be free, you are ale ale 😠😤😡 you have tortured orphans, wait for Allah's reply",0.25,Positive
"Yok residents, if only sentenced to the ITE Law, we are the law of the perpetrators and their families for other crimes",-0.0625,Negative
"Someone was stuck, then if guys🔥",0.0,Neutral
Alwi Anak Haram Ajg,0.0,Neutral
Gasskennnnn Pak ULH PKE Rem☠,0.0,Neutral
"Biangg ... great, bang, hopefully the Jeraa will be deprived and become a learning material for the outside community ,,",0.4,Positive
"How come ITE, there are threats, still not right,",-0.14285714285714285,Negative
Keep up.,0.0,Neutral
Kasal then the point is don't pass,0.0,Neutral
"Haha 6 years, I haven't just been bribed when I was in the most cmn 1-2 year",0.35,Positive
"You can't find halal money, it's a hobby ...",0.0,Neutral
"Sharing for friends who have eyes minus I was told by my friends to use the product Alhamdulilah now -9 cylinder 2 I fell to 1.25 and the cylinder has recovered, hopefully it helps",-0.1,Negative
"6 years, not enough, the criminal is processed",-0.2,Negative
There are no other trials? Rich in rape or sexual harassment or what? Very sorry for the victim. It must be very heavy 3 years back his life 😭,-0.006785714285714292,Negative
Uhh there is a late Katuhu I there😍,-0.3,Negative
Carry on,0.0,Neutral
"Hadeh Lalier, I hope there is justice for victims",0.0,Neutral
Pandeglang is not good,-0.35,Negative
What to do,0.0,Neutral
This is the culprit,0.0,Neutral
This,0.0,Neutral
Keep the guard until the penjarakan,0.0,Neutral
"Oyy Prosecutor, especially Kajari Pandeglang Gausa Sok2an, buy the perpetrators, if you don't want to be appointed by netizens, blunders a little career floating wealth is treated to Obok Ownsse 😂",-0.09375,Negative
Great one leader 😍,0.8,Positive
"Bang, sir up",0.0,Neutral
"The feeling of Iyeu Kakarak's case arose, but directly at the Bae Session, Kamana case of obscene jengjing karangtanjung gs for almost 3 months can be a bae trial, teu can because of what kumha eta heut",0.1,Positive
"If you meet the person, you don't brush it. So nih😤",0.0,Neutral
Guard then luuuurrrr ... case of ieu yeuuh ...,0.0,Neutral
nii who I told me,0.0,Neutral
TRS Kawal 👍,0.0,Neutral
Guard until jebloss🔥,0.0,Neutral
Have friends to tai,0.0,Neutral
PNGN know all members of the perpetrator. We are obliged to decorate the earth with social sanctions. Terror Stay away from all the family of my depraved Kya Satan,0.03333333333333333,Positive
Ciee Becomes a Reporter Euy🔥,0.0,Neutral
6 years is not comparable to the mentality of the victim 🤬,-0.07500000000000001,Negative
6 years??? Ngtd lahh,0.0,Neutral
Indonesian punishment kek dick dick and sengotot just netizens are useless to see the one already. The Mario samplenskrg is just cool. Dick dick dick,-0.07500000000000001,Negative
Also highlight that girl's prosecutor,0.0,Neutral
"What ""must be viraaall firstuuuu 😢,",0.0,Neutral
Excellent,1.0,Positive
🔥🔥🔥🔥,0.0,Neutral
"Please plus the guidance with the free Setalh agreement may not contact let alone approach the minimum distance between victims and perpetrators. Usually if ""out there"" there is a pre -free agreement like that. Can you imagine how free if you're free? May Allah be a guidance",0.27,Positive
BOCIL already big gil😂,0.0,Neutral
Oh this is what is said to be the son of a former official,0.0,Neutral
continue ...,0.0,Neutral
"If it's already viral, I just processed the prosecutor. Pandeglang is chaotic",0.0,Neutral
"6 years feel lacking ... for the punishment of perpetrators of violence, rape .. Pass sentences are life sentences ..",0.0,Neutral
Miss info,0.0,Neutral
"Add again, don't be 6 years too long with what the perpetrator is doing to the victim ..",-0.0625,Negative
Bravo,0.0,Neutral
Gasss,0.0,Neutral
Mandatory for life woyyyy,0.0,Neutral
"Info Nonyo Ndas E Min ,, Beh aq Sing Ndue Sister Sister Ketar Ketar",0.0,Neutral
"abisin in the cell, not bother to say humanity if the plot is like this ... 🔥",0.0,Neutral
What case is this?,0.0,Neutral
"Spread out. Continue to guard, sir. 🔥🔥",0.0,Neutral
"Before the trial entered the cell, another rich? If you don't handle it to the residents, you don't need to wait for the trial !!",0.5859375,Positive
"Hopefully the victim can get justice. The perpetrators were punished according to his mistakes, regardless of the child whoever he was. Imagine if that happens to us, as women. Really you can last for 3 years.",0.041666666666666664,Positive
"6 years less than optimal, he (the victim) was broken all his guts, broken MSA in the future, marawah as a woman, mentally all kinds ... well the devil (the perpetrator) runs the punishment is just that much while the victim is crazy not to mention the trauma that will continue to keep on ...",-0.17962962962962964,Negative
"I like the way you delivered you, you're cool 🤲🤲🙏🙏",0.35,Positive
Alhamdulillah,0.0,Neutral
"How come only the Penalty of the ITE Law, the punishment of rape, extortion and violence how? 😁",0.0,Neutral
"Gas, report all the punishment. It is already a soul of pesicopath. If left there will be many victims later. It hasn't been married anymore. How will his wife's end. Same with CWE who isn't who he dares to do that !!",0.15,Positive
"The suspect should have been hit by a layered article, persecution, terror, extortion, rape.",0.0,Neutral
Where this is arrested,0.0,Neutral
"Where's the video, min, send it",0.0,Neutral
"Hopefully there is justice, it hurts, O God even though I am not a family Y 😢😢",0.0,Neutral
"O Allah, a child, a cadre, is very depraved, a ...... sad ...",-0.15,Negative
"Just spill the face so we know, why is the photo of the perpetrator in blur? How do people want to know",0.0,Neutral
"Who is the perpetrator, min?",0.0,Neutral
Hililh the case like gni gercep.,0.0,Neutral
"The lesson for ciwi2, already dating is prohibited, if there are signs that they will be better to be identified or refuse",0.5,Positive
Don't blur,0.0,Neutral
"Chaotic in the up and then arrested, hopefully not drama huh",0.0,Neutral
"no need to blur the face of the culprit, as well as being spread like him",0.0,Neutral
Nude Arak Kliling Square Pandeglang,0.0,Neutral
Is this a family have a family? Really bad brain n his behavior,-0.6999999999999998,Negative
"Yes, how come the way to leave the girl is not left, the dime is not classy cil",-0.025,Negative
Not a true man,-0.175,Negative
"lah dele maning gh free, seagrass ore I was lighting ... prereeettt",0.4,Positive
Why is it always blurred 😮,0.0,Neutral
"I hope we are kept away from this partner of this model, O Allah 🤲",0.0,Neutral
The son of an adequate behavior official,0.3333333333333333,Positive
"Savage savage is the perpetrator, sorry for the victim, the law is heavy",-0.2583333333333333,Negative
when when ecohome citra raya raided .... many nasty couples,-0.25,Negative
It can't be expected from this disadvantaged province based on this Dinasty Monarchy,-0.1,Negative
Very scary ... 😮😮😮,-0.65,Negative
No need to be hilarious,0.5,Positive
Is it castrated? I hope it is in the castration,0.0,Neutral
Ampunn Aing,0.0,Neutral
Ale mostly eat tai lo!,0.625,Positive
You're really bad,-0.6999999999999998,Negative
wonder so with Pandeglang wkwk,0.0,Neutral
Well played,0.0,Neutral
"Opponents don't be afraid while in the path of truth, the mace that is feared in this world is the child of an official in the same class as the opponent if we are right, do not be afraid of humans all the same in God's eyes",-0.18285714285714286,Negative
Duhh Gusti,0.0,Neutral
"Hopefully the problem is fast, the problem is that I have been in this condition 😢",0.2,Positive
I never thought le,0.0,Neutral
"Must forgive, wise and let it go. Amazed Aing Bacana",0.7,Positive
"There is something like this in a small district, hadeuh",-0.25,Negative
Tell the People's Representative,0.0,Neutral
Please pay attention and understanding to you/mother 🙏,0.0,Neutral
"Mother, please help with this residents",0.0,Neutral
Should report to Lambe Turah so that the perpetrators are viral 😢,0.0,Neutral
"Please follow up and provide appropriate handling, also provide protection to the victims' families, do not have intimidation from the family of the suspect or other parties,",0.1875,Positive
Please help,0.0,Neutral
"Help up, there is no word of peace.",0.0,Neutral
Please help for victims 🙏,0.0,Neutral
"Btw this is the account of the perpetrator guys, found on Twitter",0.0,Neutral
"Singan Info Slave Bade In invited to drink my coffee, original geugeut services🥰",0.375,Positive
Info on the Prosecutor's Office so that in the Pandeglang residents' attackers,0.0,Neutral
"Netizens Pliss already know what to do for this case, hopefully the victims and families get Aamiin justice 🤲",0.0,Neutral
"It's crazy but it's so many people who are cwo d Pandeglang who are tukgkgukin cwe 😂 this is just 1 d between the many cases in Pandeglang, many women Pandeglang who often get violence from men.",0.225,Positive
"please wait for the clarification, very unfortunate cases like this are instead left",-0.325,Negative
obscene dei bae dak,0.0,Neutral
"No wonder mom just staying in the point that you have ever taken a photo with the family of the perpetrators, huh? When the father is still alive",0.1,Positive
Or brushed bae anyway ka imah old -fashioned na tuman,0.05,Positive
"Just finished case one, there was another case, 3 years for quite a long time. Hopefully there is justice. Eta Si Alwi Bab Babaturan Maneh Other?",-0.0875,Negative
"Be careful in association. Want to go to school until America if the association of origin is definitely Rusyakk. Make a lesson, don't trust someone too much",0.03333333333333333,Positive
Duid Duid Duid ....,0.0,Neutral
Ibu Kajari Punten 🙏🙏,0.0,Neutral
Hopefully justice can be enforced as fairly as possible.,0.0,Neutral
Mr.KKKKK,0.0,Neutral
🔥🔥🔥🔥🔥🔥,0.0,Neutral
Viraralkeun boss,0.0,Neutral
The police are all possible ... and it's easy to reveal all this ...,0.21666666666666667,Positive
"Wow, Min is very sad, I also see news that is increasingly widespread crime, a kind of social media is increasingly using things that are not true, D coordinates to Menkopolhukam so that they can be tasi and the perpetrators are acting decisively so that there are no more victims, and those who become victims min d ask for special attention.",0.0019345238095238027,Positive
Please help Mrs. 🙏🏻,0.0,Neutral
"Come on, the police help ,,,, don't just incer the position of the police, enjoy paying money but can't catch the perpetrators of violence.",0.4,Positive
up.,0.0,Neutral
Crazy times like this case the victim is asked to forgive and let go,-0.3375,Negative
"I just read the tread on Twitter, my dog ​​is a guy ... must be in the salad of a guy, a rich model",0.375,Positive
Min!,0.0,Neutral
Horrified Cok,0.0,Neutral
Kumaha Iyeu Buu,0.0,Neutral
"Astagfirullah, hopefully the victims can get justice as fairly fair. Very depressed for sure",0.4666666666666666,Positive
IH SOSO AN VERY HIRRUP TH,0.2,Positive
"Hopefully the two parties are given the best way specifically for victims, it is always given health and always in the protection of God, and for the perpetrators that are intended, hopefully they will be given guidance immediately and can be responsible for all the debuses in the world. And hopefully there is wisdom behind all events for all of us to be able to learn wisely in carrying out life. Especially praying for each other the best among fellow human beings 🙏🙏",0.3194444444444444,Positive
Who is the prosecutor ??,0.0,Neutral
"Please help, bro, this victim has wrong or not, but the perpetrator is already clear where it is .. 🙏🏻",-0.1583333333333333,Negative
"🙃🙃🙃 Pandeglang, just have a duidd bess ...",0.0,Neutral
"People of village soge mosque, panimbang jaya",0.0,Neutral
Nitip sandals first,0.25,Positive
😂,0.0,Neutral
"Up guys, Pandeglang must be entered TV first and heeded",0.25,Positive
"Tag the prosecutor who handled, the judge tag handled. We want to leave a message so that this case is in the session as fairly as possible. Let the son said the former head of the office is wrong. Your conscience don't money first.",-0.0625,Negative
"I'm not mistakenly told to forgive me to let go ??? WOII Lah Crimin4l Ask D Ikhlasin, what is the family pain? 🤪",0.0,Neutral
Waiting for further information Min for this case. The Power of Netizen Yu Kawal Continue to this case until it is complete,0.05,Positive
Hopefully the law can be enforced as fairly as possible cannot be paid using money.,0.0,Neutral
Social justice for all people who are moneyed haha,0.11666666666666667,Positive
people like this usually run out in prison,-0.25,Negative
Other geus pandeglang bae,-0.125,Negative
Wey Lu Viral Hhhhh,0.0,Neutral
How about this ngab 🤣,0.0,Neutral
"Mandatory to intervene, sir",0.0,Neutral
"Please comment, sir",0.0,Neutral
"Udaaa is familiar, many cases are now due to friendly to all guys",0.28125,Positive
Tag Hotman Paris Ka Ka Surely Assisted and Can Getting Justice,0.5,Positive
Still in the era of intimidation?,0.0,Neutral
Ngisinin Bae,0.0,Neutral
Leee Leee Wkwkkw,0.0,Neutral
"Whoever the culprit is hope for firm action ,,, apply the law as fairly as fairly ,,,",0.19999999999999998,Positive
Mrs. Pang Helpkeun,0.0,Neutral
Please help this case bang 🙏,0.0,Neutral
"Kumaha ye ma'am your entire, not right. Proof is accurate and clear. TBTB told to be sincere forgiven. Very funny. Bobrok very udmna",0.19744897959183674,Positive
"Cc .. try iyeu kumaha ma'am? Karanya is very batur, try pangwartosken, your husband is nnr tah Iyeu?",0.2,Positive
Huhuuu pat on the Pandegglangggy Prosecutor's Office. Great is very easy to be invited to cooperate with the perpetrators. Shame embarrassment wkwk,0.6816666666666666,Positive
Dog Fuck Diaa Alwi,-0.4,Negative
"From the storyline it is clear that the perpetrators from the middle class and above. 3 years is not a short time not imagined the psychological victims. If you have entered the trial, try the indictment spil.",0.020000000000000004,Positive
The RPM Movement in Pandeglang City,0.0,Neutral
BIASANASAN NU MODELAN KOS KIE FRIED DIFFERENT JENG BENGETNA POEK🤣😂,0.0,Neutral
Our country is not lacking in smart people but the shortcomings of Honest People,0.40714285714285714,Positive
"I have money, the nu cereet is pretending to be money, Pandeglang needs a leader",0.0,Neutral
Terrible,-1.0,Negative
Social justice for all Indonesian people *Terms and conditions apply,0.03333333333333333,Positive
up trusssss to justice that it is in Pandeglang,0.0,Neutral
"At the private bang spill face kasep, bro, if you call where the bae is tuturen",0.0,Neutral
Mrs. Miriss😢,0.0,Neutral
Up continues. The son of a former Belagu Bet Officer,0.0,Neutral
Pira Pura😢,0.0,Neutral
"O Allah, sir, please help, sir, give a fair penalty, sir, I ask that the perpetrators are not arbitrary like that, I am not a family, sir, sir. Please sir. Don't be in peace, so there are no other victims and I am 100% psychic victims of the victims must be depressed. 😢😢😢😢",0.2708333333333333,Positive
h,0.0,Neutral
modelan kek like this if invited to galleud palingan letoy satt,0.0,Neutral
help up sis😢,0.0,Neutral
"Come on, sir, help the victim, sir, you have a child, I have a wife, I have a mother, how it feels to be a victim, sir. Pain sir 😢😢😢😢 give victims of justice, sir.",-0.07500000000000001,Negative
help up sis so that the victim can get justice,-0.07500000000000001,Negative
"Even though the times are increasingly sophisticated, the range of social media is wider, not to mention the ITE Law, and the law in the country, but there are still generations of ABG bees a lot of minusan rich in second phone, besides the LCD leak battery has also been hit by this MMC is just a dredged, just surprised rich no mind 🤔",0.23055555555555554,Positive
"Ngab look at it, it's definitely gatel",0.0,Neutral
Tua2 has started to be a lot of dilapidated Pandeglang,0.0,Neutral
"I guess the group of AANA where Nyah, Kepo Bisi Tatangga Urang Mah😂",0.0,Neutral
If there really is a person in the district of the district.,0.2,Positive
Discuss Bang,0.0,Neutral
"Just tag the IG account, so that it is invaded mentally with the netijen akwkw",-0.1,Negative
"Request a permission of the general, ask for permission from the Coordinating Minister, ask for permission from the prosecutor, fight the officers like this.",0.05000000000000002,Positive
If the law is no longer in favor. Why don't you use your own way.,0.6,Positive
"Secured, sir",0.0,Neutral
Complete Om,0.1,Positive
Please help viral right,0.2857142857142857,Positive
Hopefully the case is always up by ... Pang Kapok. !!!,0.0,Neutral
please help sir,0.0,Neutral
"How is this, I ask for her help as the regent of Pandeglang, when you have to go viral, ma'am",0.0,Neutral
My pandeglang wasn't like this.,0.0,Neutral
"If the Pandeglang Kejari can't help ... can be helpful or cc to Bang Hotman, ask for help, Bang, accompanied ...",0.0,Neutral
For the link Ig S Dajjal the culprit min,0.0,Neutral
"The culprit is Alwi's name, the BPK is the late former LH Pandeglang official",-0.15,Negative
Kawal Packageua,0.0,Neutral
which slave where is it,0.0,Neutral
Important ASI When Baby To Not Adanha Asu Children like That,0.4,Positive
"In the Twitter thread, ± 7 million views. You could say it has entered the national scale viral (?)",0.0,Neutral
Alwi Anj,0.0,Neutral
Poto Actors Aya Dina Story Urang Bisi Aya Nu Rek Silatarahmi Mangga,0.0,Neutral
Hopefully the law enforcement in KHSUS Y in Kab. Pandeglang can be fair and wise by promoting psychological aspects of victims,0.4666666666666666,Positive
"Hopefully the case is not like Mario Dandi, many settings ...",0.5,Positive
Please help Mr. Hotman Paris because this is a very odd case.,-0.21666666666666667,Negative
Please help until the case is complete.,0.1,Positive
"Hopefully after the viral case, the victim can get justice as fair as it",0.3125,Positive
Alwi's nature is a stupid medical language😂😂😂,-0.39999999999999997,Negative
Reject Al Zaytun☝️,0.0,Neutral
org org in why,0.0,Neutral
The more trauma for high school girls :),0.3866666666666667,Positive
"The culprit is a Panimbang, if you see from the news of the death of his father",0.0,Neutral
"This must be a national news first, until the Regent knows. Then the legal process is running (hopefully)",0.225,Positive
Hah Pandeglang again?,0.0,Neutral
Let's all send a message to the IG so that it is stressed,0.0,Neutral
The new feeling yesterday was the murder yesterday ... this is also the same severe ..,0.06818181818181818,Positive
"Nowadays many people are desperate, I'm horrified",-0.04999999999999999,Negative
"I'm just a netizen. Ready to join to fight ""social justice for all rich people"".",0.2027777777777778,Positive
Tatangga men wkwk,0.0,Neutral
Students?,0.0,Neutral
Dear please investigate this case itself. And Dear Clarification of this info is honest. Your student is cleaning up,0.6,Positive
Must be viral in BR can get justice. Pity!!!!,-0.244140625,Negative
"Cape2 Making the image of the city of a thousand scholars of the santri, eh the dalem is all dilapidated",0.0,Neutral
"The kya is the person pretending ""no look",0.0,Neutral
Here is the culprit,0.0,Neutral
"Nowadays, when it's already viral, it's only finished",0.0,Neutral
This problem has been clarified by the prosecutor's office,0.0,Neutral
Please help ma'am,0.0,Neutral
": Looks like I smell 🐭 in law enforcement, please please be a good mother as a woman ,, diem2 wae ...",0.7,Positive
Kejari Pandeglang Ketar Ktir seeing this is the time of the many who are tagged none,0.5,Positive
Ask for helping the case 🙏,0.0,Neutral
MARISSS KOTA INJ,0.0,Neutral
Read this ah,0.0,Neutral
Wargi Pandeglang Do Ur Magic,0.5,Positive
kumaha iyeu barudak brush tah,0.0,Neutral
"Paaak please the attention who knows in folow up with you, even though it's not the electoral father",0.0,Neutral
"Bru see the one next to this there is again, O Allah, I want it to be gimna",0.0,Neutral
"just shut up, sir? Damang? How much money is given? ayodong pakkk !!!! It's really bad. This is already in front of the violence of Astagfirallah !!!! if your family that you guys are shut up too? Help victims sir !!!!!!!!!",-0.255859375,Negative
"Ai Pandeglang Aya Naon is quarrel, Inpona problem of the peewean bae min, while it's not good, this city, teu tiesladar wargi na ayeuna, account so naon is barudak,",-0.35,Negative
Duuh,0.0,Neutral
"Please Bang Hotman, I don't have the power of reading, right, ""it was complicated by the court, there""",-0.10714285714285715,Negative
"I refer to the chronology of the tweet, Bang Iman, that February 21, 2023 has been detained by the perpetrators, which is my question about the development of the case? we guard together with yok",0.0,Neutral
"Shame really gosh, like this the problem: ')",0.2,Positive
Are you sure Pandeglang can finish this case before viral?,0.5,Positive
Bang Hotman helps this case.,0.0,Neutral
Anj's child cpt cpt you go in jd your meal inside.,0.0,Neutral
Konoha Konoha,0.0,Neutral
Demo Bae Jailed,0.0,Neutral
Psychopath Anjirr,0.0,Neutral
Bejakeun because the perpetrators Ari Ku Sange Sange is very mah ngaloco bae make vegetable oil😒😩,0.2,Positive
"Dead we help the suspect to get the punishment worth it, if possible more. 🔥",0.15,Positive
"Dear BU as a wise leader in the Pandeglang region. It would be wonderful if the mother gave the flexibility of the law so that the victim immediately met her justice. WAYAHNA IEUMAH MOM ITUNG² URANG JABEHAN JELEMA BAE KITU. I want to tea, right, for example, the SAGETIH FAMILY URANG is SIGA SIGA? Geus is clearly Kanyenyeri. WAYAHNA IEUMAH BU",0.40214285714285714,Positive
"wow, how do you start to look like the dilapidated court institution",0.1,Positive
"Already orphans, burden, shame, suitable for you to be a sacrifice of the project",0.55,Positive
Kiww,0.0,Neutral
Please help ndan,0.0,Neutral
"The time to die first like yesterday's case which was in a gebuk using a new toilet was dealt with huhu. Let's clean clean, Buuu.",0.21727272727272728,Positive
Haha koboy pdg playing dirty,-0.19999999999999998,Negative
"Acting pretentiously the campus of Jeung Faculty of Na Atuh Hey Strh Ale, Kamileung cungur mah boarding nu heeh we sia",-0.15,Negative
already broken mentally it feels unfair if you can't get justice,-0.3333333333333333,Negative
Tag Bang Hotman as much as possible so that notice,0.0,Neutral
Panimbang,0.0,Neutral
Please help?,0.0,Neutral
Tah fb na https://www.facebook.com/alweec?mibextid=zbwkwl,0.0,Neutral
But don't forget to stop by the workshop,0.0,Neutral
"From Tiktok run here, it turns out it's already crowded 😢",0.0,Neutral
If possible the photo is a cow d uplod,-0.06666666666666667,Negative
😢 .. Hopefully the case as soon as possible is settled and there are no more cases like this 😢😢,-0.125,Negative
Is this the full address of the victim is there dmna min? The info,0.13749999999999998,Positive
Spill IG Family Actors ... must get their social sanctions all.,0.03333333333333333,Positive
"Gobl*K, Ngisinken City Pandeglang Bae",0.0,Neutral
Duuhh the Pandeglang region's region ... hadeeuuuhhh pat the forehead ... but it must be followed up again the case and the elements too ....,0.0,Neutral
Embarrass the city of Pandeglang😢,0.0,Neutral
"Hopefully it will be tried with a fair punishment so that the perpetrators can be deterrent and repent, so that the victims can release their trauma calmly, may Allah inaugibility of the Islamic faith in his heart, strengthen the soul of his body, Aamiin",0.5,Positive
uh,0.0,Neutral
Help please,0.0,Neutral
"Father, please help, sir",0.0,Neutral
"Position can be able to tackle the nine, ... it is true that the world factor can put up the hujum pandeglang so it is biased ,, as long as it is concerned to read and evacuate this case, the prosecutor is easily told to forgive, then with the victim's suqis ... What happened to Aamiin Yra's victim ... The law is as fair as the fairness as fair as it",0.3104166666666667,Positive
Can you help enlighten?,0.0,Neutral
"Ohiiiii will be a Calaon member of the DPR Pandegganggg, I am here to help the victims .... 🔥🙌👏 🔥🙌👏 🔥🙌👏 🔥🙌👏 🔥🙌👏",0.0,Neutral
"This is bad, there is no attention from the Pandeglang Regency Government both from the number 1 person even though. Bang, please help 🙏",-0.6999999999999998,Negative
Need to intervene to the mother ...,0.0,Neutral
here is the Dajjjjat account,0.0,Neutral
Behind the city ... to the country of Prindavan there are many corrupt persons ...,-0.13333333333333333,Negative
"Bio Ig Believe in God Ceunah Anjir, which God taught the rape of people's children and continued to revenge porn, stupid too I see",-0.7999999999999999,Negative
"Indosiar soap opera behavior is followed by Lu Mah, Blogg",0.0,Neutral
Hmmm,0.0,Neutral
Sprouts are anjig who is like this,0.0,Neutral
"Pandeglang community should be present at the case, don't just talk.",0.0,Neutral
You die viral !! Catch the culprit,0.0,Neutral
At least if you have a brain using it like Alwi,-0.3,Negative
"How do you get the beginning, how come you can, you will know online",0.0,Neutral
Have to enter this lambe turah mah,0.0,Neutral
Please help sir,0.0,Neutral
"Kaggaa really gerled the legal process, ehhh, it hasn't been sought, it turns out that the culprit😢",0.2,Positive
Try the live trial live today,0.13636363636363635,Positive
"Morning morning open tweet eh pandeglang trending, run here already crowded, miss me",0.0,Neutral
Why,0.0,Neutral
"I swear for whatever goosebumps I shuddered, how come there are humans who incidentally are men who are clearly born from a woman but such behavior, and his family is also defending ?? All his family hurt !!!",0.05000000000000001,Positive
"Just pandeglang just boss boss, let's go away 🙏🏻",0.0,Neutral
It seems like having to intervene to help,0.0,Neutral
What are the names of the perpetrators in censorship?,0.0,Neutral
Just found out that the city of Pandeglang is a lot of government mafia too.,0.0,Neutral
"How do you want to go forward with all the money, don't you feel that the family is infrained using illegal money ??? I hope the victims get justice, remember the easy bribery, Allah is almighty seeing Choyyyyy",-0.033333333333333326,Negative
please permission to tag general transfer,0.05000000000000002,Positive
Mun Kauntih on Jalan Mah Mending in Gebugan Bae Atuh. Tuman Nu Kitu Ngisin2Ken Pandeglang Bae🥲,0.0,Neutral
"Pandeglang Again, Pandeglang Again 😪",0.0,Neutral
"sir, someone needs legal assistance, please help",0.2,Positive
PIRKU DEMO DEMO GARARIAT AI Case of Rape Violence Caricing Wae Wkwk,0.0,Neutral
"Indeed, if you have a legal counsel ... still can be booked ... young people and have money power. .... if our law ... responded with those who report or people who are also victims, right?",0.19523809523809524,Positive
"Oh official son oh,",0.0,Neutral
I've read the thread until it's finished and really furious,0.2,Positive
can help 🔥🔥👏👏,0.0,Neutral
"Yeahlah, very sad to read it. Hopefully the perpetrators get the right punishment, sorry for the TTH, it must be traumatized, just making a story, just shame and afraid of sure",-0.1928571428571429,Negative
"Wonder he can't distinguish where the victim is the perpetrator, his eyes are just squint",-0.07500000000000001,Negative
Up continues until the perpetrators are at the prison 🔥🔥🔥,0.0,Neutral
O Allah the victim is extraordinarily strong holding so much so long,0.10277777777777776,Positive
Hahaha,0.2,Positive
At least the spils are the perpetrators + law enforcement,-0.3,Negative
Pa please help,0.0,Neutral
"This case must be finished. There is a bright spot. This case has been viral as national to go international. If it is not finished, netizens or the Pandeglang and Indonesia community will surely provide red report cards to the leadership of the Pandeglang Kejari and the Pandeglang Regent who are women. Come on, show your policy, especially since there is already a female protection post.",0.20000000000000004,Positive
Provide a motion of no confidence and various other criticisms.,-0.0625,Negative
I think the damaged network turns out ...,0.0,Neutral
"So the victim is a girl? In Slide 2 the capture is different, the information of the RK is a man, while underneath the narrative is a girl. Which one is true?",0.09166666666666666,Positive
Trending again when embarrassed,0.0,Neutral
Please help justice!,0.0,Neutral
Very Respectful and Lost Respect 🙏,0.65,Positive
Try reporting to the Judicial Commission and Jamwas KLW there are indeed things that are odd related to the trial and handling of the prosecutor's office.,-0.08333333333333333,Negative
