media,user_name,mention_name,day,like_comment,comment,cont_of_reply,reply_comment_name,username_reply,comment_en,Polarity,Analysis,emotion
infopandeglang,kasben_galeonk,,1 hari,0,Nungguan viral hela karek di proses 😢,0,,,Nungguan viral hela in the process 😢,0.0,Neutral,disgust
infopandeglang,_5etiawann,,1 hari,0,6 tahun lu di kocokin pake madu amzon😂,0,,,6 years you are shaken using amzone honey😂,0.0,Neutral,fear
infopandeglang,cogitoergoplu5,,1 hari,0,"Ga tau sih. Lu semua taukan gimana hukum dinegara ini? Kalau ga viral, ga bakal diurus ini kasus sama mereka. Memang sampah lah hukum Indonesia ini dan hampir semua praktisinya.",0,,,"I don't know. You all know how the law in this country? If it's not viral, this will not be taken care of by them. Indeed, this Indonesian law and almost all of its practitioners.",0.0,Neutral,negative
infopandeglang,ilhampkc,,1 hari,0,Pasti keluarga sialwi sama kejaksaan Pandeglang pasti lagi ketar ketir nih,0,,,Surely the Sialwi family and the Pandeglang Prosecutor's Office will definitely be touched again,0.25,Positive,sadness
infopandeglang,bavunk_bachtiar,,1 hari,0,"Sudah agenda tuntutan 🤦‍♂️jika viral bisa di minta, harus nya sebelum Agenda saksi atau setidaknya pembuktian, semoga majelis bisa memberikan putusan , dengan mempertimbangkan keadilan masyarakat yg saat ini sangat mengharapkan hukuman seberatnya2 nya",0,,,"Already the agenda of the demands 🤦‍♂️If viral can be asked, it must be before the agenda of the witness or at least proof, hopefully the Assembly can give a decision, taking into account the justice of the people who are currently expecting the maximum penalty",-0.15,Negative,anger
infopandeglang,jeaye7,,1 hari,0,3 tahun.wk. Baru dilanjut sekarang. Lucu 😂,0,,,3 years.wk. Just continued now. Funny 😂,0.25,Positive,fear
infopandeglang,rizky_ichwan_r,@daffafznn,1 hari,0,Pelaku tissu 😢,0,,,Tissue perpetrators 😢,0.0,Neutral,negative
infopandeglang,izalkhoir21,,1 hari,0,"Tingali bae vidiona, mun bikangna peureum beunta loba gaya berarti suka sama suka, mun engap engapan doang embe di talian karak pemeroksaan..Coba kirim link na dak.. deuk di teliti ku urang",0,,,"Tingali bae vidiona, mun bikangna peureum beunta loba style means like and like, mun engine just embeed in talian karak rays ... try to send a link nas dak .. deuk in my examination",0.0,Neutral,sadness
infopandeglang,diitang_,,1 hari,0,Video klasipikasion nya dihapus ya:(,0,,,The classipification video is deleted :(,-0.75,Negative,anger
infopandeglang,saefulanazz,,1 hari,0,Setelah viral..😂😂😂,0,,,After viral..😂😂😂,0.0,Neutral,anticipation
infopandeglang,ootd_fashionday,,1 hari,0,"Mdh2añ k'adilan mnyertai kita smua...klo smpe ksus ini jomplang,mari kita sanksi sosial pelaku'y",0,,,"MDH2Añ K'AUDE WITH WE ALL ... if you are KSUS, it",0.0,Neutral,disgust
infopandeglang,sonhajison_,,1 hari,0,"Umur segitu lgi sibuk sibuk nya kompetitif, revenge tabrak compound lah",0,,,"That age is busy busy competitive, Revenge hit the compound",0.1,Positive,fear
infopandeglang,gragara____,,1 hari,0,Ke polda langsung aja bang,0,,,"To the Polda immediately, sir",0.0,Neutral,negative
infopandeglang,alvnrlita,@_gencet,1 hari,0,gagah amt sobat kita ini,0,,,dashing amt our friend,0.0,Neutral,sadness
infopandeglang,kurniawan1809,@hotmanparisofficial,1 hari,0,Tolong bantu bos,0,,,Please help boss?,0.0,Neutral,negative
infopandeglang,liananovitaa,,1 hari,0,Kawal terus orang pandeglang,0,,,Keep the pandeglang guard,0.0,Neutral,anticipation
infopandeglang,barkhfarm,,1 hari,0,"Zaman now propesi polisi, jaksa, pengacara, makin banyak dibutuhkan",0,,,"The era of police now, prosecutors, lawyers, are more and more needed",0.5,Positive,joy
infopandeglang,potretrichard,,1 hari,0,Seharusny udh di jerat Hukuman Mati kalau bisa ini manusia. Ataupun seumur hidup,0,,,It should be on the snare of death if possible this is human. Or a lifetime,0.0,Neutral,positive
infopandeglang,soylenn,,1 hari,0,Kok cuma UU ITE?,0,,,How come it's only the ITE Law?,0.0,Neutral,trust
infopandeglang,bety_algi,,1 hari,0,"Sampe tuntas ya please,jangan sampe bebas tu si Ale Ale 😠😤😡 Lo udah siksa anak yatim piatu,tunggu ya balasan dr Allah",0,,,"Until it's complete, please, don't be free, you are ale ale 😠😤😡 you have tortured orphans, wait for Allah's reply",0.25,Positive,anger
infopandeglang,ian___yu___,,1 hari,0,"yok warga, kalo cuma dihukum ttg UU ITE, kita rame2 hukum pelaku dan keluarganya utk kejahatan yg lain",0,,,"Yok residents, if only sentenced to the ITE Law, we are the law of the perpetrators and their families for other crimes",-0.0625,Negative,fear
infopandeglang,dwisamsulrizal40,,1 hari,0,"Ada yg ketar ketir kayaknya, terus kalau guys🔥",0,,,"Someone was stuck, then if guys🔥",0.0,Neutral,negative
infopandeglang,unbeatenrrrrrr,,1 hari,0,Alwi anak haram ajg,0,,,Alwi Anak Haram Ajg,0.0,Neutral,sadness
infopandeglang,tikka_aquariuss,,1 hari,0,Gasskennnnn pak ulh pke rem☠,0,,,Gasskennnnn Pak ULH PKE Rem☠,0.0,Neutral,joy
infopandeglang,zamal_khan45,,1 hari,0,"Biangg,,, mantap bang,, semoga Jeraa terdakwanya dan jadi bahan pembelajaran buat masyarakat luar,,",0,,,"Biangg ... great, bang, hopefully the Jeraa will be deprived and become a learning material for the outside community ,,",0.4,Positive,positive
infopandeglang,hamdan_cbx,,1 hari,0,"Ko jadi ite, kan ada ancaman-ancaman, masih belum pas itu,",0,,,"How come ITE, there are threats, still not right,",-0.142857143,Negative,trust
infopandeglang,ferryfey49,,1 hari,0,"Kawal terus.tuman ngke na,sugan dibalseman si Joni na lah",0,,,Keep up.,0.0,Neutral,anger
infopandeglang,toko_234kretek,,1 hari,0,KASAL trus intinya jgn smpe lolos,0,,,Kasal then the point is don't pass,0.0,Neutral,disgust
infopandeglang,erdiprayandhi,,1 hari,0,Haha 6thn belum aja disogok nya pas udh dilapas paling cmn 1-2 thn penjaranya,0,,,"Haha 6 years, I haven't just been bribed when I was in the most cmn 1-2 year",0.35,Positive,fear
infopandeglang,aryaguun,,1 hari,0,"Blm bisa cari duit halal ,dah hobi ngen…",0,,,"You can't find halal money, it's a hobby ...",0.0,Neutral,negative
infopandeglang,san_tiagustina,@rekomendeyehealth_,1 hari,0,"Sharing ya buat temen2 yang punya mata minus saya dikasih tau sama temen buat pake produk alhamdulilah sekarang -9 silinder 2 saya turun jadi 1,25 dan silinder nya sudah sembuh semoga membantu",0,,,"Sharing for friends who have eyes minus I was told by my friends to use the product Alhamdulilah now -9 cylinder 2 I fell to 1.25 and the cylinder has recovered, hopefully it helps",-0.1,Negative,sadness
infopandeglang,poerwa.xa,,1 hari,0,"6 tahun, gak cukup, pidana nya diproses",0,,,"6 years, not enough, the criminal is processed",-0.2,Negative,trust
infopandeglang,kibo1086,@infopandeglang,1 hari,0,Gak ada persidangan lain lagi kah? Kaya pemerkosaan atau pelecehan seksual atau apa? Kasian banget sama korbannya. Pasti berat banget 3 tahun kebelakang hidupnya 😭,0,,,There are no other trials? Rich in rape or sexual harassment or what? Very sorry for the victim. It must be very heavy 3 years back his life 😭,-0.006785714,Negative,anger
infopandeglang,sjule_,,1 hari,0,ihh ada lengen katuhu aku disitu😍,0,,,Uhh there is a late Katuhu I there😍,-0.3,Negative,fear
infopandeglang,iqbalarief21,,1 hari,0,Lanjut,0,,,Carry on,0.0,Neutral,negative
infopandeglang,nandaaatris,,1 hari,0,hadeh lalier ya🗿 semoga ada keadilan buat korban,0,,,"Hadeh Lalier, I hope there is justice for victims",0.0,Neutral,sadness
infopandeglang,sangmusafir_14,,1 hari,0,Pandeglang sedang tidak baik² saja,0,,,Pandeglang is not good,-0.35,Negative,disgust
infopandeglang,4bitsahl,@devanadb,1 hari,0,gimana ini,0,,,What to do,0.0,Neutral,fear
infopandeglang,devanadb,@siscafrahmawati,1 hari,0,ni kak pelakunya,0,,,This is the culprit,0.0,Neutral,negative
infopandeglang,4bitsahl,@andrimr26,1 hari,0,ini,0,,,This,0.0,Neutral,sadness
infopandeglang,agungwinarto.aw,,1 hari,0,Kawal terus sampai di penjarakan,0,,,Keep the guard until the penjarakan,0.0,Neutral,anticipation
infopandeglang,adtyngrho,@kejaripandeglang,1 hari,0,"Oyy jaksa terutama Kajari pandeglang gausa sok2an belain pelaku ya kalo gak mau disayur netizen, blunder dikit karir melayang lu harta kekayaan diobok obok habisss 😂",0,,,"Oyy Prosecutor, especially Kajari Pandeglang Gausa Sok2an, buy the perpetrators, if you don't want to be appointed by netizens, blunders a little career floating wealth is treated to Obok Ownsse 😂",-0.09375,Negative,positive
infopandeglang,tubagusrizkijamil,,1 hari,0,mantap pimpinan yang satu nih😍,0,,,Great one leader 😍,0.8,Positive,trust
infopandeglang,fikafarini,@sumargodenny,1 hari,0,Bang nih bang up,0,,,"Bang, sir up",0.0,Neutral,negative
infopandeglang,ozie_braga,,1 hari,0,"Perasaan iyeu kasus kakarak timbul, tpi langsung di sidang bae, kamana kasus ustd cabul jengjing karangtanjung gs hampir 3 Bulan can sidang bae, teu bisa garawe apa kumha eta heut",0,,,"The feeling of Iyeu Kakarak's case arose, but directly at the Bae Session, Kamana case of obscene jengjing karangtanjung gs for almost 3 months can be a bae trial, teu can because of what kumha eta heut",0.1,Positive,anger
infopandeglang,ujanz_dartaz,,1 hari,0,Kalau ketemu orang nya pgn tak sikat. Jd nya nih😤,0,,,"If you meet the person, you don't brush it. So nih😤",0.0,Neutral,disgust
infopandeglang,cbustomi3,,1 hari,0,Kawal trus luuuurrrr...kasus ieu yeuuh......,0,,,Guard then luuuurrrr ... case of ieu yeuuh ...,0.0,Neutral,fear
infopandeglang,azisnita,@yuni017,1 hari,0,nii yg gw ceritain td,0,,,nii who I told me,0.0,Neutral,negative
infopandeglang,anggiasep47,,1 hari,0,Kawal trs 👍,0,,,TRS Kawal 👍,0.0,Neutral,sadness
infopandeglang,abdysatyan,,1 hari,0,Kawal sampai jebloss🔥,0,,,Guard until jebloss🔥,0.0,Neutral,anticipation
infopandeglang,andrimr26,@4bitsahl,1 hari,0,Punya temen ke tai,0,,,Have friends to tai,0.0,Neutral,joy
infopandeglang,villy_fernandez,,1 hari,0,Pngn Tau Semua Anggota Kluarga SI PELAKU. WAJIB KITA BUMI HANGUSKAN TUH DENGAN SANKSI SOSIAL . TEROR JAUHI SMUA KLUARGANYA OELAKU YG BEJATNYA KYA SETAN,0,,,PNGN know all members of the perpetrator. We are obliged to decorate the earth with social sanctions. Terror Stay away from all the family of my depraved Kya Satan,0.033333333,Positive,positive
infopandeglang,yusufhaetami_,@mafruhahpupah,1 hari,0,ciee jadi reporter euy🔥,0,,,Ciee Becomes a Reporter Euy🔥,0.0,Neutral,negative
infopandeglang,mfyahya28,,1 hari,0,6 th ga sebanding dgn mental korban 🤬,0,,,6 years is not comparable to the mentality of the victim 🤬,-0.075,Negative,sadness
infopandeglang,fzeinna,,22 jam,0,6 tahun??? ngtd lahh,0,,,6 years??? Ngtd lahh,0.0,Neutral,anger
infopandeglang,mino238901,,22 jam,0,Hukuman indonesia kek kontol secapek dan sengotot aja Netizen percuma liat aja yg udah2 . Si mario sampenskrg adem ayem aja. Kontol kontol kontol,0,,,Indonesian punishment kek dick dick and sengotot just netizens are useless to see the one already. The Mario samplenskrg is just cool. Dick dick dick,-0.075,Negative,negative
infopandeglang,adil_fadillahv.2,,20 jam,0,Sorot juga jaksa yang cewe itu,0,,,Also highlight that girl's prosecutor,0.0,Neutral,trust
infopandeglang,_icharissa,,20 jam,0,"Apa"" Harus viraaall duluuuu 😢 ,",0,,,"What ""must be viraaall firstuuuu 😢,",0.0,Neutral,positive
infopandeglang,rio_riana,@rizky_arifiantoo,19 jam,0,mantap,0,,,Excellent,1.0,Positive,positive
infopandeglang,muslih.putrasixth,,19 jam,0,🔥🔥🔥🔥,0,,,🔥🔥🔥🔥,0.0,Neutral,negative
infopandeglang,megagalee,,18 jam,0,"Tolong ditambah tuntunannya dengan perjanjian setalh bebas tidak boleh menghubungi apalagi mendekati dengan minimal jarak antar korban Dan pelaku. Biasanya Kalo ""diluar Sana"" ada perjanjian pra bebas seperti itu. Kebayang ga sih gmna nanti Klo bebasnya ga tobat? Semoga Allah berii hidayah",0,,,"Please plus the guidance with the free Setalh agreement may not contact let alone approach the minimum distance between victims and perpetrators. Usually if ""out there"" there is a pre -free agreement like that. Can you imagine how free if you're free? May Allah be a guidance",0.27,Positive,negative
infopandeglang,dodybabeh,@agielheroes,18 jam,0,bocil udah gede gil😂,0,,,BOCIL already big gil😂,0.0,Neutral,negative
infopandeglang,ultramen_sakti97,@dlh.pandeglang,18 jam,0,Oh ini yang katanya anak mantan pejabat,0,,,Oh this is what is said to be the son of a former official,0.0,Neutral,sadness
infopandeglang,tiarisma,#jangandiam,17 jam,0,kawal terus...,0,,,continue ...,0.0,Neutral,positive
infopandeglang,same.1011,,17 jam,0,Kalo udah viral baru diproses ku jaksa. Pandeglang kacau😢,0,,,"If it's already viral, I just processed the prosecutor. Pandeglang is chaotic",0.0,Neutral,trust
infopandeglang,sellyhandayani74,,17 jam,0,"6 Tahun berasa kurang.. Untuk hukuman pelaku kekerasan, pemerkosaan.. Hukuman yg pass itu Hukuman seumur hidup..",0,,,"6 years feel lacking ... for the punishment of perpetrators of violence, rape .. Pass sentences are life sentences ..",0.0,Neutral,negative
infopandeglang,karinarinzani,,16 jam,0,Ketinggalan info,0,,,Miss info,0.0,Neutral,anticipation
infopandeglang,itafitriyani05,,16 jam,0,Tambahin lg dong jangan 6 tahun terlalu sebentar dengan apa yg di lakukan oleh si pelaku ke si korban..,0,,,"Add again, don't be 6 years too long with what the perpetrator is doing to the victim ..",-0.0625,Negative,negative
infopandeglang,inikimh,,16 jam,0,Bravo,0,,,Bravo,0.0,Neutral,positive
infopandeglang,alpino.pratama.940,,15 jam,0,Gasss,0,,,Gasss,0.0,Neutral,anticipation
infopandeglang,herrrr03,,15 jam,0,Wajib Seumur hidup woyyyy,0,,,Mandatory for life woyyyy,0.0,Neutral,joy
infopandeglang,zenny_arief,,15 jam,0,"Info nonyo ndas e min,, beh Aq sing ndue adik cewek ketar ketir",0,,,"Info Nonyo Ndas E Min ,, Beh aq Sing Ndue Sister Sister Ketar Ketar",0.0,Neutral,positive
infopandeglang,tajumiiiiii,,13 jam,0,"abisin di dalam sel, gausah ngomong kemanusiaan kalau alurnya kaya gini...🔥",0,,,"abisin in the cell, not bother to say humanity if the plot is like this ... 🔥",0.0,Neutral,trust
infopandeglang,mirfangani,,12 jam,0,Kasus apa ini?,0,,,What case is this?,0.0,Neutral,positive
infopandeglang,permana.grab82,,12 jam,0,Podarkan podarkan podarkan . Kawal terus bang . 🔥🔥,0,,,"Spread out. Continue to guard, sir. 🔥🔥",0.0,Neutral,trust
infopandeglang,fajar_ajie03,,11 jam,0,"Sebelum sidang masuk sel kagak, kaya yang lain? Kalau kagak serahin aja ke warga gak perlu nunggu sidang!!",0,,,"Before the trial entered the cell, another rich? If you don't handle it to the residents, you don't need to wait for the trial !!",0.5859375,Positive,positive
infopandeglang,rostati.bukuanak,,10 jam,0,"Semoga korban dapat keadilan. Pelaku dihukum sesuai dg kesalahannya, terlepas anak siapapun dia. Bayangin kalo itu terjadi pada kita, sebagai perempuan. Sungguh kamu kuat banget bisa bertahan selama 3 tahun.",0,,,"Hopefully the victim can get justice. The perpetrators were punished according to his mistakes, regardless of the child whoever he was. Imagine if that happens to us, as women. Really you can last for 3 years.",0.041666667,Positive,fear
infopandeglang,lilis_prhtni99,,9 jam,0,"6 tahun kurang maksimal, dia(korban) rusak segala galanya, rusak msa depan, marawah sebagai perempuan, mental segala macem.. Nah si setan(pelaku) ngejalanin hukuman cuma segitu sedangkan si korban gila gilaa belum lagi traumanya yg bakalan terus2 keinget..",0,,,"6 years less than optimal, he (the victim) was broken all his guts, broken MSA in the future, marawah as a woman, mentally all kinds ... well the devil (the perpetrator) runs the punishment is just that much while the victim is crazy not to mention the trauma that will continue to keep on ...",-0.17962963,Negative,negative
infopandeglang,remaja24_06,,8 jam,0,"Saya suka cara penyampaian Anda Bung, anda keren 🤲🤲🙏🙏",0,,,"I like the way you delivered you, you're cool 🤲🤲🙏🙏",0.35,Positive,sadness
infopandeglang,gegengggg,,7 jam,0,Alhamdulillah,0,,,Alhamdulillah,0.0,Neutral,fear
infopandeglang,rreztianjani,,5 jam,0,"kok cuma hukuman UU ITE , hukuman pemerkosaan , pemerasan dan kekerasannya gimana? 😁",0,,,"How come only the Penalty of the ITE Law, the punishment of rape, extortion and violence how? 😁",0.0,Neutral,negative
infopandeglang,deevin17,,2 jam,0,"Gas, laporkan semua hukumannya. Itumah udh jiwa pesikopat. Kalo dibiarin bakalan banyak korban nantinya. Belom lagi kalo dia nikah. Nasip istrinya bakal gimana. Sama cwe yg bukan siapa siapanya aja berani lakuin itu!!",0,,,"Gas, report all the punishment. It is already a soul of pesicopath. If left there will be many victims later. It hasn't been married anymore. How will his wife's end. Same with CWE who isn't who he dares to do that !!",0.15,Positive,sadness
infopandeglang,azk9095,,1 jam,0,"Harusnya tersangka kena pasal berlapis ITE, penganiayaan, teror, pemerasan, pemerkosaan.",0,,,"The suspect should have been hit by a layered article, persecution, terror, extortion, rape.",0.0,Neutral,fear
bantenraya,infocibaliung_,,1 hari,0,Ini di tangkap nya di mana,0,,,Where this is arrested,0.0,Neutral,negative
bantenraya,fadly_dendya,,1 hari,0,"mana video nya min, kirimin ya",0,,,"Where's the video, min, send it",0.0,Neutral,sadness
bantenraya,umikia29,,1 hari,0,"Semoga ada keadilan, sakit rasanya ya Allah meskipun saya bukan keluarga y 😢😢",0,,,"Hopefully there is justice, it hurts, O God even though I am not a family Y 😢😢",0.0,Neutral,negative
bantenraya,kanahayadjuanda,@din_setiadin,1 hari,0,"ya Allah anak kadis bejat amat ya, a...... Miris...",0,,,"O Allah, a child, a cadre, is very depraved, a ...... sad ...",-0.15,Negative,sadness
bantenraya,ikraral757,,1 hari,0,"Spill aja muka nya biar kami pada tau, knapa foto pelaku di blur? Gmna masyarakat mau tau",0,,,"Just spill the face so we know, why is the photo of the perpetrator in blur? How do people want to know",0.0,Neutral,fear
bantenraya,hanestiawan,,1 hari,0,Pelaku nya siapa min tsk nya ?,0,,,"Who is the perpetrator, min?",0.0,Neutral,negative
bantenraya,kikik_tripang,,1 hari,0,Hililh Kasus kyk gni gercep.,0,,,Hililh the case like gni gercep.,0.0,Neutral,sadness
bantenraya,dikirain.siapa,,1 hari,0,"Pelajaran tuh buat ciwi2, udah taukan Pacaran dilarang, klo ada tanda2 bakal nganu2 mendingan ngehidar atau nolak",0,,,"The lesson for ciwi2, already dating is prohibited, if there are signs that they will be better to be identified or refuse",0.5,Positive,anger
bantenraya,om_uup,,1 hari,0,Mukanya Jangan di blur,0,,,Don't blur,0.0,Neutral,fear
bantenraya,kubil_clip,,1 hari,0,"Kacau kacau di up terus baru di tangkap, semoga tidak drama ya",0,,,"Chaotic in the up and then arrested, hopefully not drama huh",0.0,Neutral,negative
bantenraya,ramprimurhadi,,1 hari,0,"ngga usah diblur wajah pelakunya, sekalian disebar seperti cara dia",0,,,"no need to blur the face of the culprit, as well as being spread like him",0.0,Neutral,sadness
bantenraya,awisbratha89,,5 jam,0,telanjangi arak kliling alun2 pandeglang,0,,,Nude Arak Kliling Square Pandeglang,0.0,Neutral,fear
bantenraya,mciserangofficial,,1 hari,0,Ini bocah punya keluarga gak? Jahat banget otak n perilakunya,0,,,Is this a family have a family? Really bad brain n his behavior,-0.7,Negative,positive
bantenraya,brokiiiiiiii,,1 hari,0,Yaelah cil cara biar ga ditinggalin cewe nya receh bgt kaga berkelas cil cara nya udh ga kepake cim ini udah thn 2023,0,,,"Yes, how come the way to leave the girl is not left, the dime is not classy cil",-0.025,Negative,trust
bantenraya,iyutflyy,,1 hari,0,Bukan laki2 sejati,0,,,Not a true man,-0.175,Negative,negative
bantenraya,abd.muhyi,,16 jam,0,"lah dele maning gh bebas, lamun ore kuh hukumane ringan... PREEEETTT",0,,,"lah dele maning gh free, seagrass ore I was lighting ... prereeettt",0.4,Positive,anger
bantenraya,hiromerah,,1 hari,0,Kenapa selalu di blur sih 😮,0,,,Why is it always blurred 😮,0.0,Neutral,fear
bantenraya,nchiemanyil,,1 hari,0,Semoga kita dijauhkan dari pasangan model beginian ya Allah 🤲,0,,,"I hope we are kept away from this partner of this model, O Allah 🤲",0.0,Neutral,negative
bantenraya,irfansyah_21,,1 hari,0,Anak pejabat kelakuan laknat,0,,,The son of an adequate behavior official,0.333333333,Positive,sadness
bantenraya,haritsyah_mhd,,1 hari,0,"BIADAB BIADAB itu Pelaku , kasihan si korban , Hukum seberat berat nya",0,,,"Savage savage is the perpetrator, sorry for the victim, the law is heavy",-0.258333333,Negative,anticipation
bantenraya,ecohome_mesum,,1 hari,0,kapan ecohome citra raya digrebek.... banyak pasangan mesummm,0,,,when when ecohome citra raya raided .... many nasty couples,-0.25,Negative,joy
bantenraya,ndin_muhammad,,1 hari,0,Ga bisa di harapkan dari provinsi tertinggal yg berbasis dinasty monarki ini,0,,,It can't be expected from this disadvantaged province based on this Dinasty Monarchy,-0.1,Negative,positive
bantenraya,lela.nur512,,1 hari,0,Serem amat sih... 😮😮😮,0,,,Very scary ... 😮😮😮,-0.65,Negative,positive
bantenraya,diazghfa,,1 hari,0,Gausah diblur kocak,0,,,No need to be hilarious,0.5,Positive,trust
bantenraya,omat24_,,1 hari,0,Apakah dikebiri? Semoga saja di kebiri,0,,,Is it castrated? I hope it is in the castration,0.0,Neutral,anticipation
infopandeglang,alfaafff,,1 hari,0,Ampunn aing,0,,,Ampunn Aing,0.0,Neutral,joy
infopandeglang,oz4nn._,,1 hari,0,ALE KEBANYAKAN MAKAN TAI LO!,0,,,Ale mostly eat tai lo!,0.625,Positive,positive
infopandeglang,nw_imron,@im_bucek,1 hari,0,parah bener lu ya,0,,,You're really bad,-0.7,Negative,fear
infopandeglang,ranuraff,,2 hari,0,heran bgt sama pandeglang wkwk,0,,,wonder so with Pandeglang wkwk,0.0,Neutral,negative
infopandeglang,tengkurfli_,,2 hari,0,Well played,0,,,Well played,0.0,Neutral,sadness
infopandeglang,rohmanline12,,2 hari,0,"Lawan jangan takut selagi di jalan kebenaran,gada yg di takuti di dunia ini mah ntah itu anak pejabat sekelas presiden pun lawan jika kita benar, gausah takut sama manusia semua sama aja di mata allah",0,,,"Opponents don't be afraid while in the path of truth, the mace that is feared in this world is the child of an official in the same class as the opponent if we are right, do not be afraid of humans all the same in God's eyes",-0.182857143,Negative,anticipation
infopandeglang,ipanwanul,,2 hari,0,duhh gusti,0,,,Duhh Gusti,0.0,Neutral,joy
infopandeglang,tn.rendi,,2 hari,0,semoga cepat selsai yah masalahnya saya pun pernah dalam kondisi begini 😢,0,,,"Hopefully the problem is fast, the problem is that I have been in this condition 😢",0.2,Positive,positive
infopandeglang,eufroshine.a,@yovtrash,2 hari,0,Ga nyangka le,0,,,I never thought le,0.0,Neutral,surprise
infopandeglang,niiaapandi,,2 hari,0,"Harus memaafkan, bijaksana dan mengikhlaskan. Tercengang aing bacana",0,,,"Must forgive, wise and let it go. Amazed Aing Bacana",0.7,Positive,trust
infopandeglang,kaumterdahulu,,2 hari,0,"Ada ya yang begini di kabupaten kecil, hadeuh",0,,,"There is something like this in a small district, hadeuh",-0.25,Negative,fear
infopandeglang,inikimh,,2 hari,0,Kasih tau wakil rakyat,0,,,Tell the People's Representative,0.0,Neutral,negative
infopandeglang,aul.lamm_,@irnadimyati,2 hari,0,Mohon perhatian dan pengertian nya kepada bapak/ibu 🙏,0,,,Please pay attention and understanding to you/mother 🙏,0.0,Neutral,negative
infopandeglang,btyhaa_,@irnadimyati,2 hari,0,Ibu tolong di bantu ini warga nya,0,,,"Mother, please help with this residents",0.0,Neutral,anger
infopandeglang,ratnawiiw03,,2 hari,0,Harusnya lapor ke lambe turah biar viral tuh pelaku 😢,0,,,Should report to Lambe Turah so that the perpetrators are viral 😢,0.0,Neutral,disgust
infopandeglang,gaduhnenkthea,@humaspoldabanten,2 hari,0,"Tolong ini di tindak lanjuti dan berikan penanganan yg sesuai, berikan perlindungan juga kepada keluarga korban, jgn sampai ada intimidasi dari keluarga tersangka atau pihak lainnya,",0,,,"Please follow up and provide appropriate handling, also provide protection to the victims' families, do not have intimidation from the family of the suspect or other parties,",0.1875,Positive,fear
infopandeglang,aripin_latip,@infolpsk,2 hari,0,Mohon dibantu,0,,,Please help,0.0,Neutral,negative
infopandeglang,kiky.san,,2 hari,0,"Bantu up , jangan ada kata damai .",0,,,"Help up, there is no word of peace.",0.0,Neutral,sadness
infopandeglang,j_araiss,@raffinagita1717,2 hari,0,tolong dibantu untuk korban 🙏,0,,,Please help for victims 🙏,0.0,Neutral,anger
infopandeglang,pacarmin9yu__k,@alealwiii,2 hari,0,"Btw ini akun si pelaku guys, nemu di twitter",0,,,"Btw this is the account of the perpetrator guys, found on Twitter",0.0,Neutral,anticipation
infopandeglang,adamphobiia_,,2 hari,0,"Teangan info budakna Bade di ajak ngopi ku urang, asli geugeut jasa🥰",0,,,"Singan Info Slave Bade In invited to drink my coffee, original geugeut services🥰",0.375,Positive,disgust
infopandeglang,treadimahfud,,2 hari,0,Info ibu kejaksaan nya biar di serbu warga pandeglang,0,,,Info on the Prosecutor's Office so that in the Pandeglang residents' attackers,0.0,Neutral,fear
infopandeglang,miladewi93,,2 hari,0,Netizen pliss udah tau kan harus gimana untuk kasus ini semoga korban dan keluarga mendapat keadilan aamiin 🤲,0,,,"Netizens Pliss already know what to do for this case, hopefully the victims and families get Aamiin justice 🤲",0.0,Neutral,negative
infopandeglang,windyjulyhanz,,2 hari,0,"gila sih tp bnyk bgt oknum cwo d pandeglang yg tukg gebukin cwe 😂ini baru 1 d antara bnyk nya kasus d pandeglang , bnyk perempuan2 pandeglang yg sering dpt kekerasan dr laki laki .",0,,,"It's crazy but it's so many people who are cwo d Pandeglang who are tukgkgukin cwe 😂 this is just 1 d between the many cases in Pandeglang, many women Pandeglang who often get violence from men.",0.225,Positive,sadness
infopandeglang,enniless_,@kejaripandeglang,2 hari,0,"monggo ditunggu klarifikasinya,sangat di sayangkan kasus seperti ini malah di biarkan",0,,,"please wait for the clarification, very unfortunate cases like this are instead left",-0.325,Negative,joy
infopandeglang,mry.skye_,,2 hari,0,cabul dei bae dak,0,,,obscene dei bae dak,0.0,Neutral,positive
infopandeglang,forum_mahasiswa_cibitung,@irnadimyati,2 hari,0,Pantesan ibu diem2 aja ternyata pernah Poto bareng keluarga pelaku ya ? Pas bapak nya masih hidup,0,,,"No wonder mom just staying in the point that you have ever taken a photo with the family of the perpetrators, huh? When the father is still alive",0.1,Positive,negative
infopandeglang,firdaus_cech,,2 hari,0,Atuh disikat Bae sihh KA Imah kolot na tuman amat wa,0,,,Or brushed bae anyway ka imah old -fashioned na tuman,0.05,Positive,anger
infopandeglang,poerwa.xa,@dikrifadhilah,2 hari,0,"Baru selesai kasus satu, ada kasus lainnya, 3 tahun lumayan lama. Semoga ada keadilan. eta si Alwi babaturan maneh lain?",0,,,"Just finished case one, there was another case, 3 years for quite a long time. Hopefully there is justice. Eta Si Alwi Bab Babaturan Maneh Other?",-0.0875,Negative,disgust
infopandeglang,infowisatabanten,,2 hari,0,"Hati hati dalam pergaulan. Mau sekolah kamu sampe amerika klo pergaulan asal asalan pasti rusyakk. Jadikan pelajaran, jangan terlalu percaya sama seseorang",0,,,"Be careful in association. Want to go to school until America if the association of origin is definitely Rusyakk. Make a lesson, don't trust someone too much",0.033333333,Positive,fear
infopandeglang,abah_hendrickshinaga,,2 hari,0,DUID DUID DUID ....,0,,,Duid Duid Duid ....,0.0,Neutral,negative
